#{"t_start": 1784230180.830495, "env_id": "snake-image-v0"}
r,l,t
-10.02,3,0.81745
-10.09,10,0.824496
-10.07,8,0.830158
-10.01,2,0.831463
-10.28,29,0.851305
-10.34,35,0.874988
-10.28,29,0.894832
-10.06,7,0.900039
-10.16,17,1.192083
-10.03,4,1.194664
-10.04,5,1.198202
-10.19,20,1.21168
-10.14,15,1.222506
-10.21,22,1.237372
-10.85,86,1.431516
-10.17,18,1.44353
-10.18,19,1.456701
-10.04,5,1.459944
-10.24,25,1.476997
-10.41,42,1.636562
-10.2,21,1.650679
-10.25,26,1.668102
-10.08,9,1.674392
-10.04,5,1.677565
-0.16,18,1.690125
-10.29,30,1.70979
9.68,35,1.867052
-10.1,11,1.874346
-10.08,9,1.88068
-0.06,8,1.885995
-10.1,11,1.893502
-10.22,23,1.909064
-10.03,4,1.911675
-10.05,6,1.916049
-0.35,37,2.076799
-10.6,61,2.118082
-10.03,4,2.12063
-10.42,43,2.149755
-10.18,19,2.295375
-10.28,29,2.315025
-10.01,2,2.316473
-10.01,2,2.31777
-10.63,64,2.362266
-10.4,41,2.522311
-10.14,15,2.532298
-10.03,4,2.534894
-10.36,37,2.559681
-10.07,8,2.565091
-10.1,11,2.572678
-10.48,49,2.740202
-10.1,11,2.748021
-10.01,2,2.749329
-10.44,45,2.779145
-10.36,37,2.803802
-10.85,86,2.994561
-11.26,127,3.214716
-12.0,201,3.616206
-10.11,12,3.62434
-10.47,48,3.656533
-10.34,35,3.67925
-0.12,14,3.689362
-10.68,69,3.870203
-10.12,13,3.879055
-0.89,91,4.073188
-11.19,120,4.286312
9.4,63,4.330116
-1.04,106,4.532219
-1.33,135,4.756542
-10.53,54,4.926836
-12.0,201,5.1968
-10.33,34,5.219298
-10.01,2,5.220672
-10.7,71,5.403946
8.57,146,5.634029
-12.0,201,6.039374
-10.06,7,6.043867
-10.6,61,6.084415
-10.96,97,6.715976
-12.0,201,7.11914
-0.33,35,7.142399
-1.3,132,7.365896
-10.09,10,7.372602
-10.13,14,7.382377
-10.91,92,7.576482
-10.03,4,7.579029
-12.0,201,7.844439
-11.49,150,8.210496
-2.41,243,8.507444
-12.0,201,8.909878
-12.0,201,9.31262
-12.0,201,9.582046
-1.82,184,9.975588
-11.11,112,10.051418
-3.24,326,10.690719
-0.26,28,10.709097
-12.0,201,11.105844
-12.0,201,11.372139
-12.0,201,11.781681
-1.87,189,12.462746
-1.71,173,12.841315
-12.0,201,13.104227
-10.02,3,13.106537
-10.26,27,13.255821
-10.77,78,13.306791
-11.25,126,13.530523
-12.0,201,13.926367
-12.0,201,14.190968
-12.0,201,14.585885
-12.0,201,14.84897
-12.0,201,15.242959
-1.48,150,15.472576
-12.0,201,15.871357
-2.7,272,16.312886
7.8,223,16.724609
-12.0,201,16.989688
