#{"t_start": 1784230180.8302674, "env_id": "snake-image-v0"}
r,l,t
-10.15,16,0.826706
-10.04,5,0.830362
-10.19,20,0.843978
-10.01,2,0.845258
-10.19,20,0.859083
-10.14,15,0.869083
-10.13,14,0.878592
-10.54,55,1.197105
-10.05,6,1.20102
-10.05,6,1.20533
-10.12,13,1.214287
-10.06,7,1.21911
-10.21,22,1.234315
-10.17,18,1.246889
-10.07,8,1.252047
-10.16,17,1.264944
-10.03,4,1.267807
-10.08,9,1.407629
-10.17,18,1.419845
-0.23,25,1.43687
-10.53,54,1.473945
-10.43,44,1.634775
-10.01,2,1.636092
-10.12,13,1.644849
-0.61,63,1.68726
-10.02,3,1.689535
-10.02,3,1.691656
-10.01,2,1.692968
-10.58,59,1.865994
-10.12,13,1.874534
-10.03,4,1.877155
-10.29,30,1.897768
-10.03,4,1.900515
-10.03,4,1.903018
-10.19,20,1.916929
-10.17,18,1.928904
-10.08,9,2.07089
-10.3,31,2.091875
-10.26,27,2.11028
9.6,43,2.139198
-0.15,17,2.150647
-10.12,13,2.292425
-0.21,23,2.30767
-10.16,17,2.319316
-10.07,8,2.324584
-10.17,18,2.337339
-10.12,13,2.347184
-10.23,24,2.363452
-10.1,11,2.371231
-10.59,60,2.54318
-10.08,9,2.549299
-10.44,45,2.579206
-10.01,2,2.58085
-0.22,24,2.731802
-10.25,26,2.749522
-10.02,3,2.751488
-10.04,5,2.755156
-10.22,23,2.769992
-10.44,45,2.800239
-10.27,28,2.951343
-10.29,30,2.972002
-10.79,80,3.026052
-10.94,95,3.224084
-10.27,28,3.242787
-11.0,101,3.445748
-10.9,91,3.638654
-12.0,201,3.908844
-0.74,76,4.091753
-10.34,35,4.115108
-10.02,3,4.117061
-11.44,145,4.348486
-10.28,29,4.499722
-0.38,40,4.526184
-10.24,25,4.542934
-10.67,68,4.72238
-10.1,11,4.729466
-10.41,42,4.758062
-10.67,68,4.938215
-10.16,17,4.950023
-10.59,60,4.990513
-11.99,200,5.39398
-11.12,113,5.602374
-12.0,201,5.872478
-2.51,253,6.743172
-10.06,7,6.747937
-12.0,201,7.15056
-10.4,41,7.177959
-10.19,20,7.191231
-11.83,184,7.582911
-12.0,201,7.848452
-10.18,19,7.993923
-10.36,37,8.019016
-0.86,88,8.210012
-10.14,15,8.220291
-10.98,99,8.285786
-10.97,98,8.486363
-12.0,201,8.888976
-12.0,201,9.15785
-10.16,17,9.168889
-12.0,201,9.572288
-11.79,180,9.826755
-2.32,234,10.262369
-12.0,201,10.676315
-3.43,345,11.301088
-2.04,206,11.585536
-12.0,201,11.980104
-12.0,201,12.668495
-10.19,20,12.681905
-0.34,36,12.837534
-10.08,9,12.843571
-12.0,201,13.106729
-10.43,44,13.267161
-3.21,323,13.752296
-11.08,109,13.955903
-10.58,59,14.125825
-10.14,15,14.135739
-10.37,38,14.160578
-11.05,106,14.360623
-12.0,201,14.62625
-10.06,7,14.631037
-12.0,201,15.025638
-11.49,150,15.254519
-0.35,37,15.278853
-12.0,201,15.676099
-12.0,201,16.073016
-0.59,61,16.112913
-12.0,201,16.508884
-12.0,201,16.774188
-2.18,220,17.180902
-12.0,201,17.443728
-12.0,201,18.269614
-12.0,201,18.664604
-10.85,86,18.720764
-12.0,201,19.121842
-10.51,52,19.156659
-10.69,70,19.333764
-10.57,58,19.372001
-12.0,201,19.766863
-12.0,201,20.030897
-10.26,27,20.178507
-10.79,80,20.230884
-12.0,201,20.630052
-12.0,201,20.895645
-12.0,201,21.291242
-12.0,201,21.685851
-10.2,21,21.700161
-12.0,201,21.962813
-12.0,201,22.355022
-11.62,163,22.595825
-12.0,201,22.994159
-10.39,40,23.020123
-10.28,29,23.039412
-10.27,28,23.057394
-10.11,12,23.195156
-10.36,37,23.219631
-1.89,191,23.894113
-0.85,87,24.083354
-11.22,123,24.295588
-12.0,201,24.691424
-10.58,59,24.729852
-10.69,70,24.909057
-12.0,201,25.171797
-12.0,201,25.564584
-10.02,3,25.566682
-0.28,30,25.586306
-12.0,201,25.853269
-10.13,14,25.994911
-2.53,255,26.425421
-12.0,201,26.690247
-12.0,201,27.085783
-12.0,201,27.348136
-0.95,97,27.544127
-10.84,85,27.73199
-10.27,28,27.750509
18.87,117,27.960494
-10.54,55,27.996755
-12.0,201,28.392197
-12.0,201,28.656363
-10.35,36,28.812336
-10.99,100,28.877483
-10.02,3,29.011023
-10.28,29,29.030339
-11.52,153,29.684833
-10.24,25,29.701659
-10.09,10,29.708453
-12.0,201,30.105849
-10.12,13,30.114765
-12.0,201,30.379595
-12.0,201,30.775913
-11.46,147,31.003737
-10.54,55,31.172006
-12.0,201,31.435348
-12.0,201,31.832092
-12.0,201,32.096649
-11.47,148,32.32509
-11.22,123,32.538166
-12.0,201,32.93673
-12.0,201,33.332524
-12.0,201,33.6006
-12.0,201,34.000123
-3.27,329,34.478981
-12.0,201,34.875698
-12.0,201,35.559987
-12.0,201,35.957847
-10.13,14,35.968415
-12.0,201,36.36344
-12.0,201,36.626382
18.3,174,37.003551
-12.0,201,37.265919
-12.0,201,37.658921
-12.0,201,37.925138
-12.0,201,38.323505
-12.0,201,38.588054
-10.73,74,38.770372
-11.54,155,39.004944
-2.12,214,39.409031
-12.0,201,39.673486
-11.99,200,40.070269
-10.07,8,40.076122
-10.71,72,40.253962
-2.83,285,41.136466
-12.0,201,41.399759
-11.75,176,41.776934
-2.24,226,42.1886
-12.0,201,42.450752
-10.84,85,42.637987
-11.64,165,42.880242
-10.55,56,43.050638
-10.23,24,43.066349
-11.83,184,43.31806
-3.33,335,43.934762
-12.0,201,44.198411
-12.0,201,44.595736
-3.36,338,45.211702
-12.0,201,45.477261
-12.0,201,45.872712
-12.0,201,46.138613
-12.0,201,46.952951
-3.32,334,47.437145
-10.19,20,47.582606
-10.93,94,47.643821
-10.37,38,47.799669
-2.21,223,48.08226
-2.13,215,48.485198
-10.53,54,48.651913
-2.4,242,48.941389
-12.0,201,49.337838
-10.09,10,49.344639
-12.0,201,49.737747
-12.0,201,50.001613
-12.0,201,50.400115
-12.0,201,50.666152
-12.0,201,51.064199
-10.23,24,51.080219
-1.07,109,51.282717
-12.0,201,51.677714
-12.0,201,51.941599
-12.0,201,52.786197
-12.0,201,53.064479
-12.0,201,53.468142
-1.99,201,53.735491
9.82,21,53.882364
-3.36,338,54.373351
-12.0,201,54.768543
9.15,88,54.826642
-2.1,212,55.235229
-0.89,91,55.427817
-12.0,201,55.694249
-2.28,230,56.108376
-2.17,219,56.521841
-2.47,249,56.952362
-12.0,201,57.215102
-12.0,201,57.612839
-12.0,201,58.440015
-12.0,201,58.708127
-12.0,201,59.102213
-10.74,75,59.151542
-12.0,201,59.546579
-12.0,201,59.812427
-12.0,201,60.209805
-12.0,201,60.604364
-10.18,19,60.617221
-10.06,7,60.621626
-0.71,73,60.671531
-11.1,111,60.87526
-1.94,196,61.27202
-12.0,201,61.534966
-11.44,145,61.760775
-12.0,201,62.158343
-10.34,35,62.18278
-12.0,201,62.578091
-11.17,118,62.786826
-12.0,201,63.052196
-12.0,201,63.446457
-12.0,201,64.136576
-12.0,201,64.533227
-12.0,201,64.926196
-12.0,201,65.190295
-12.0,201,65.587639
-12.0,201,65.850066
-2.42,244,66.272994
-1.17,119,66.482057
-1.88,190,66.869622
-10.3,31,66.89045
-1.72,174,67.13681
-2.79,281,67.585552
-2.45,247,68.009767
-12.0,201,68.405417
-12.0,201,68.671633
-10.02,3,68.805033
-10.26,27,68.823195
-12.0,201,69.090439
-10.25,26,69.531242
-2.35,237,69.950322
7.26,277,70.529554
-12.0,201,70.79464
-12.0,201,71.18943
-11.44,145,71.417318
-12.0,201,71.679196
-11.61,162,72.057388
-10.24,25,72.073902
-12.0,201,72.336862
-10.47,48,72.501017
-12.0,201,72.764468
-12.0,201,73.161848
-12.0,201,73.426651
-10.75,76,73.60674
-2.29,231,74.021206
7.25,278,74.47008
-12.0,201,74.869856
-12.0,201,75.562469
-12.0,201,75.958066
-3.07,309,76.425764
-2.92,294,76.882355
-12.0,201,77.276426
-12.0,201,77.670322
-12.0,201,77.942258
-10.01,2,77.943569
-12.0,201,78.337427
-11.93,194,78.598959
-2.98,300,79.191692
-12.0,201,79.454972
-12.0,201,79.851361
-12.0,201,80.113831
-10.61,62,80.286649
-12.0,201,80.976825
-12.0,201,81.376503
-12.0,201,81.780967
-12.0,201,82.046163
-12.0,201,82.441025
-12.0,201,82.705064
7.67,236,83.122267
-12.0,201,83.517122
-3.02,304,83.98286
-12.0,201,84.377589
-12.0,201,84.640392
-12.0,201,85.035945
-12.0,201,85.298907
-10.26,27,85.44854
-0.66,68,85.493373
-12.0,201,85.891141
-12.0,201,86.157894
-12.0,201,86.98738
-12.0,201,87.253397
-12.0,201,87.650327
-12.0,201,87.914662
-12.0,201,88.308158
-12.0,201,88.705396
-12.0,201,88.967528
-2.33,235,89.384499
-12.0,201,89.781009
-10.23,24,89.797012
-12.0,201,90.061379
-10.87,88,90.251704
-2.75,277,90.697721
-11.85,186,91.087303
-12.0,201,91.351704
-12.0,201,91.74771
7.95,208,92.439098
-12.0,201,92.83649
-2.21,223,93.248424
-12.0,201,93.513698
-12.0,201,93.909302
-12.0,201,94.171663
-12.0,201,94.564525
-0.89,91,94.755665
-12.0,201,95.020222
29.33,72,95.199086
-12.0,201,95.465386
-12.0,201,95.863333
-12.0,201,96.257802
-12.0,201,96.523471
-10.63,64,96.697515
19.65,39,96.723153
-10.5,51,96.757721
-10.46,47,96.921787
-0.48,50,96.954944
-12.0,201,97.352192
-10.15,16,97.362759
-1.32,134,97.581157
-1.99,201,98.270499
-11.02,103,98.469215
-10.85,86,98.658253
-12.0,201,98.924298
-1.62,164,99.295484
-1.01,103,99.493725
-10.31,32,99.514704
-10.87,88,99.572473
-10.03,4,99.708249
-12.0,201,99.9745
-10.23,24,99.990556
-12.0,201,100.384866
-3.07,309,100.85157
-3.9,392,101.503489
-12.0,201,101.898926
-2.26,228,102.312485
6.9,313,102.780058
-10.02,3,102.782095
-3.39,341,103.401207
-2.11,213,104.097288
7.38,265,104.668623
-2.41,243,104.961184
-2.53,255,105.393335
-12.0,201,105.787487
-2.0,202,106.184397
-12.0,201,106.44679
-12.0,201,106.843522
-12.0,201,107.110049
-11.17,118,107.318447
-12.0,201,107.714897
-12.0,201,107.979976
-12.0,201,108.374937
-12.0,201,108.639555
-12.0,201,109.035735
-12.0,201,109.852095
-10.05,6,109.856157
-11.09,110,110.06044
-12.0,201,110.324945
-0.17,19,110.338036
-0.95,97,110.533289
-2.53,255,110.969384
-10.74,75,111.151258
-11.34,135,111.372282
-3.55,357,111.868668
-12.0,201,112.265929
-12.0,201,112.662674
-11.97,198,112.924315
-3.3,332,113.538149
-2.02,204,113.802268
-10.77,78,113.982672
-10.72,73,114.031964
-12.0,201,114.428346
-1.99,201,114.820961
-10.35,36,115.263027
-2.57,259,115.700119
5.95,408,116.364914
-12.0,201,116.760376
-0.71,73,116.807766
7.9,213,117.211977
-3.53,355,117.837169
16.0,404,118.501646
-12.0,201,118.766126
-11.65,166,119.146832
-11.29,130,119.362783
-10.79,80,119.415693
-12.0,201,119.811241
-11.13,114,120.018909
