#{"t_start": 1784230180.8315365, "env_id": "snake-image-v0"}
r,l,t
-0.27,29,0.834432
-10.05,6,0.838871
-10.04,5,0.842083
-10.05,6,0.846332
-10.05,6,0.850344
-10.03,4,0.853004
-10.27,28,0.872053
-10.04,5,0.875315
-0.07,9,0.881758
-10.02,3,0.883745
-10.25,26,0.901546
-10.27,28,1.201069
-10.46,47,1.233758
-10.11,12,1.242005
-10.15,16,1.253096
-10.02,3,1.255513
-10.06,7,1.260332
-10.06,7,1.265901
-10.11,12,1.40776
-10.06,7,1.412736
-10.12,13,1.42151
-10.13,14,1.431166
-0.12,14,1.44053
-10.04,5,1.443835
-10.03,4,1.446925
-10.18,19,1.459718
-0.24,26,1.4773
-10.25,26,1.625964
-10.74,75,1.67658
-10.24,25,1.693619
-10.01,2,1.69489
-10.21,22,1.709431
-10.27,28,1.861799
-10.31,32,1.883694
-10.02,3,1.885673
-10.17,18,1.897966
-10.06,7,1.902597
-10.13,14,1.91244
-10.13,14,1.921702
-10.05,6,1.925747
-10.06,7,1.930597
-10.19,20,2.079961
-10.82,83,2.135642
-10.04,5,2.13926
-10.41,42,2.300279
-10.09,10,2.307102
-10.03,4,2.309818
-10.1,11,2.317424
-10.2,21,2.331656
-10.18,19,2.345982
-10.87,88,2.537508
-10.06,7,2.541975
-10.24,25,2.558696
-10.02,3,2.560591
-10.13,14,2.569672
-0.14,16,2.580949
-10.02,3,2.582924
-10.16,17,2.72921
-0.29,31,2.750281
-10.03,4,2.752924
-10.18,19,2.765567
-10.23,24,2.781858
-10.12,13,2.790377
-10.05,6,2.794336
-10.01,2,2.795791
-10.14,15,2.805769
-10.11,12,2.946197
-10.01,2,2.947551
-10.48,49,2.980948
-0.19,21,2.994894
-10.1,11,3.002332
-10.14,15,3.012419
-10.12,13,3.021219
-10.05,6,3.025682
-0.7,72,3.20845
-10.39,40,3.234719
-0.58,60,3.410244
-10.02,3,3.412595
-10.19,20,3.42594
-10.17,18,3.438122
-10.31,32,3.459191
-10.06,7,3.463984
-10.3,31,3.616479
-10.02,3,3.61838
-10.49,50,3.65184
-10.47,48,3.683969
-11.06,107,3.891262
18.91,113,4.099311
-10.17,18,4.111035
-2.68,270,4.557265
-10.59,60,4.731811
-10.19,20,4.745122
-10.21,22,4.759944
-0.4,42,4.922552
-10.64,65,4.967038
-0.3,32,4.988621
-11.09,110,5.196527
-11.89,190,5.591748
-12.0,201,5.861744
-10.19,20,5.875127
-10.02,3,5.877059
-10.18,19,6.024348
-12.0,201,6.725672
-12.0,201,7.128609
-1.21,123,7.344878
-12.0,201,7.613233
-10.5,51,7.779624
-11.68,169,8.025174
-10.01,2,8.026493
-12.0,201,8.292452
-12.0,201,8.695922
-1.22,124,8.912984
-12.0,201,9.315812
-12.0,201,9.584904
-1.54,156,9.823608
-12.0,201,10.235842
-12.0,201,10.649521
-10.25,26,10.668394
-0.64,66,10.711873
-12.0,201,11.108664
9.18,85,11.16469
-0.52,54,11.334128
-12.0,201,11.614666
-10.56,57,11.781344
-10.24,25,11.797877
-11.35,136,12.020532
-12.0,201,12.840973
-10.01,2,12.842366
-1.97,199,13.103897
-12.0,201,13.50232
-10.05,6,13.507579
-12.0,201,13.908105
-10.57,58,13.946881
-12.0,201,14.340296
-12.0,201,14.605852
19.11,93,14.798404
-12.0,201,15.061555
-12.0,201,15.454962
-11.8,181,15.708039
-3.94,396,16.36391
-10.78,79,16.549795
-0.65,67,16.724886
-10.02,3,16.726916
-12.0,201,16.992021
-2.84,286,17.441074
-11.63,164,17.815592
-11.9,191,18.499362
-10.5,51,18.664727
-12.0,201,18.934133
-10.14,15,18.944063
-10.14,15,18.954181
-12.0,201,19.348972
-10.03,4,19.351522
7.95,208,19.75095
-0.43,45,19.780675
19.22,82,19.967091
-1.99,201,20.227989
-2.01,203,20.628871
-12.0,201,20.894444
-12.0,201,21.290045
-10.52,53,21.324866
-12.0,201,21.719926
-0.55,57,21.757424
-10.46,47,21.919434
-1.99,201,22.180926
-1.54,156,22.547195
7.6,243,22.841956
5.5,453,24.081455
-12.0,201,24.476104
-1.09,111,24.548742
-2.11,213,24.954867
18.87,117,25.161871
-10.09,10,25.16859
-2.09,211,25.567989
-10.06,7,25.572846
-10.13,14,25.581923
-12.0,201,25.848547
-0.07,9,25.98681
-3.19,321,26.461344
-12.0,201,26.858415
18.04,200,27.120462
-2.65,267,27.558638
-12.0,201,27.956084
-12.0,201,28.220503
-12.0,201,28.614996
-12.0,201,29.011114
-10.11,12,29.019239
-12.0,201,29.705828
-12.0,201,30.103315
-0.4,42,30.13169
-10.48,49,30.164141
-12.0,201,30.558818
-10.21,22,30.573165
-12.0,201,30.970435
-12.0,201,31.234866
-12.0,201,31.629012
-1.17,119,31.841364
-3.24,326,32.318264
-10.02,3,32.320297
-12.0,201,32.71793
-2.14,216,33.126363
5.42,461,33.830329
-10.01,2,33.831667
-2.03,205,34.232895
-10.79,80,34.414966
-10.28,29,34.434027
-10.28,29,34.452995
-12.0,201,34.84798
-12.0,201,35.533519
-12.0,201,35.931322
-10.27,28,35.949945
-12.0,201,36.216752
-2.36,238,36.633554
-12.0,201,37.028395
-12.0,201,37.290704
-12.0,201,37.683625
-2.0,202,38.084824
-12.0,201,38.349009
-12.0,201,38.746639
-12.0,201,39.012388
-12.0,201,39.407829
-12.0,201,39.672293
-12.0,201,40.069794
-3.85,387,41.150269
-2.3,232,41.564799
-2.34,236,41.983107
-10.39,40,42.009434
-11.08,109,42.211404
-2.47,249,42.636775
-12.0,201,42.9031
-10.18,19,43.048727
-10.3,31,43.068954
-12.0,201,43.331932
-10.09,10,43.338231
-10.6,61,43.510994
-10.05,6,43.515414
-12.0,201,43.911002
-10.43,44,43.940293
-12.0,201,44.203779
-10.09,10,44.34164
-10.22,23,44.356932
-10.41,42,44.384432
-10.48,49,44.416887
-10.67,68,44.595167
-10.31,32,44.61655
-10.77,78,44.799181
-2.0,202,45.063181
-12.0,201,45.459763
-2.0,202,45.854828
-0.83,85,45.911909
-12.0,201,46.309602
-11.58,159,46.964192
-10.23,24,46.979784
-11.21,122,47.192436
19.19,85,47.380933
-12.0,201,47.644535
-12.0,201,48.043401
-12.0,201,48.437159
-12.0,201,48.700326
-12.0,201,49.097591
-3.49,351,49.588647
-12.0,201,49.982862
-10.86,87,50.175777
-1.4,142,50.400193
-12.0,201,50.666215
-12.0,201,51.064621
-12.0,201,51.326562
-10.54,55,51.49531
-0.47,49,51.527222
-2.86,288,52.554367
-10.01,2,52.556109
-2.64,266,53.013378
-10.7,71,53.061189
-10.23,24,53.077615
-12.0,201,53.481079
-10.06,7,53.485707
-12.0,201,53.885954
-11.05,106,53.956501
-10.14,15,54.098361
6.24,379,54.615727
-11.1,111,54.819398
-12.0,201,55.220508
-11.4,141,55.446695
-2.01,203,55.844709
6.47,356,56.349478
