#{"t_start": 1784230180.8313363, "env_id": "snake-image-v0"}
r,l,t
-10.04,5,0.818042
9.74,29,0.838397
-10.17,18,0.850522
-0.1,12,0.858724
-10.01,2,0.860024
-10.1,11,0.86738
-10.03,4,0.870014
-10.05,6,0.874213
-10.18,19,0.887554
-10.12,13,0.896402
-10.02,3,0.89856
-10.07,8,1.184386
-10.12,13,1.193177
-10.16,17,1.204978
-10.14,15,1.215414
-10.12,13,1.224409
-0.18,20,1.238303
-10.03,4,1.240898
-10.16,17,1.252598
-10.09,10,1.259817
-10.27,28,1.413604
-10.41,42,1.44205
-10.15,16,1.452941
-10.07,8,1.458471
-0.69,71,1.638097
-10.13,14,1.647287
-10.07,8,1.652463
-10.12,13,1.661048
-10.23,24,1.677458
-10.03,4,1.680455
-10.37,38,1.70585
-10.1,11,1.846261
-10.74,75,1.897389
-10.09,10,1.904364
-10.06,7,1.908934
-10.05,6,1.913294
-10.24,25,1.930093
-10.38,39,2.092227
-10.18,19,2.105222
-10.11,12,2.113505
-10.33,34,2.135809
-10.91,92,2.331173
-10.58,59,2.372911
-10.12,13,2.513447
-10.13,14,2.522789
-10.01,2,2.524126
-10.83,84,2.580468
-10.21,22,2.730078
9.21,82,2.785163
-10.13,14,2.794503
-10.34,35,2.950332
-10.19,20,2.964249
-10.25,26,2.981828
-11.07,108,3.189123
-10.26,27,3.207358
-11.34,135,3.432894
-10.27,28,3.451387
-10.24,25,3.468087
-11.11,112,3.674619
-10.4,41,3.836574
-1.76,178,4.089422
-1.73,175,4.340815
-10.72,73,4.521373
-12.0,201,4.924109
-0.22,24,4.940589
-2.19,221,5.223196
-10.47,48,5.390828
-11.14,115,5.600532
-10.93,94,5.66273
-1.91,193,6.063269
-10.23,24,6.078866
-12.0,201,6.915349
-12.0,201,7.182963
-10.17,18,7.194666
-2.18,220,7.609833
-10.5,51,7.776021
-10.21,22,7.79113
-12.0,201,8.05784
-12.0,201,8.458689
-11.93,194,8.723235
-11.66,167,9.103637
-12.0,201,9.371218
-10.1,11,9.378194
-12.0,201,9.782541
-12.0,201,10.053834
-10.06,7,10.198997
-12.0,201,10.473103
-10.7,71,10.661003
-12.0,201,10.926221
7.63,240,11.350775
-10.56,57,11.525884
-12.0,201,11.798042
-10.31,32,11.818572
-12.0,201,12.640706
-11.73,174,12.887289
-12.0,201,13.281729
-12.0,201,13.555125
-12.0,201,13.950927
8.35,168,14.193305
-2.05,207,14.59233
-12.0,201,14.986795
-10.28,29,15.006068
-12.0,201,15.268703
-12.0,201,15.665903
-12.0,201,15.930955
-10.06,7,16.067172
-12.0,201,16.329869
-10.39,40,16.356072
-2.07,209,16.759439
-12.0,201,17.153646
-12.0,201,17.416775
-12.0,201,17.815755
-12.0,201,18.506191
-12.0,201,18.907248
-12.0,201,19.171653
-10.32,33,19.324162
-10.79,80,19.377059
-2.56,258,19.809613
-10.02,3,19.811541
5.62,441,20.630007
-2.03,205,20.89808
-12.0,201,21.293581
-12.0,201,21.688486
-10.38,39,21.714312
-10.57,58,21.752234
-10.39,40,21.909694
-12.0,201,22.171024
-10.94,95,22.364416
-12.0,201,22.763379
-12.0,201,23.027545
-12.0,201,23.419637
-10.07,8,23.424929
-10.8,81,23.897153
-0.57,59,24.06783
-11.1,111,24.271879
9.18,85,24.32773
-10.11,12,24.335694
-0.73,75,24.51661
-12.0,201,24.914467
-10.51,52,24.948401
-11.66,167,25.188857
-0.41,43,25.347485
-10.33,34,25.369925
-0.06,8,25.375283
-12.0,201,25.77212
-2.47,249,26.068172
-12.0,201,26.463877
-10.1,11,26.471295
