#{"t_start": 1784230180.8299916, "env_id": "snake-image-v0"}
r,l,t
-10.06,7,0.820661
-10.03,4,0.823681
-10.02,3,0.825664
-10.06,7,0.830601
-10.05,6,0.834541
-10.02,3,0.8366
-10.08,9,0.842913
-0.09,11,0.850482
-10.32,33,0.872895
-10.05,6,0.876785
-0.03,5,0.880589
-10.22,23,0.896022
-10.04,5,0.899839
-10.05,6,0.903704
-10.38,39,1.210772
-10.02,3,1.212848
-10.13,14,1.222964
-10.02,3,1.225043
-10.03,4,1.227658
-10.17,18,1.240284
-10.14,15,1.250379
-10.06,7,1.255649
-10.1,11,1.263228
-0.4,42,1.426442
-10.03,4,1.428987
-10.25,26,1.446617
-10.01,2,1.448399
-10.04,5,1.45162
-10.07,8,1.457161
-10.03,4,1.45975
-10.12,13,1.46876
-10.06,7,1.473548
-10.02,3,1.475543
-10.61,62,1.648566
-10.11,12,1.656715
-10.25,26,1.67423
-10.06,7,1.678739
-10.08,9,1.684976
-10.11,12,1.693209
-10.34,35,1.849991
-10.37,38,1.875514
-0.05,7,1.880426
-10.27,28,1.899438
-0.22,24,1.915884
-10.56,57,2.090173
-10.17,18,2.102443
-10.27,28,2.12109
-10.08,9,2.127167
-10.15,16,2.137852
-10.22,23,2.153432
-10.34,35,2.31002
-10.14,15,2.32025
-10.09,10,2.326749
-10.06,7,2.331762
-1.47,149,2.565548
-10.83,84,2.75736
-10.2,21,2.770921
-10.62,63,2.813029
-0.31,33,2.968161
9.28,75,3.018518
-10.05,6,3.022691
-10.09,10,3.029955
-10.02,3,3.032357
-11.25,126,3.250305
-10.74,75,3.436097
8.58,145,3.664941
-0.64,66,3.843425
-10.11,12,3.851377
-11.38,139,4.078127
-10.67,68,4.123441
-0.53,55,4.293537
-10.41,42,4.323143
-10.81,82,4.509316
-10.35,36,4.533379
-11.02,103,4.735983
-10.94,95,4.934149
-10.14,15,4.944567
-10.54,55,4.982003
-12.0,201,5.385946
-10.1,11,5.393463
-11.09,110,5.599953
-11.27,128,5.819409
-11.21,122,6.037481
-12.0,201,6.738489
-10.17,18,6.750752
-12.0,201,7.153552
-11.3,131,7.376632
-10.38,39,7.40262
-11.82,183,7.789737
-10.37,38,7.814786
-10.81,82,8.002623
-2.08,210,8.275083
-10.26,27,8.292666
-12.0,201,8.695698
-11.73,174,8.946797
-2.69,271,9.531406
-12.0,201,9.799483
-12.0,201,10.211672
-10.36,37,10.236666
-11.59,160,10.482915
-11.22,123,10.706422
-12.0,201,11.102747
-12.0,201,11.369111
-10.21,22,11.384588
-0.88,90,11.59112
-10.56,57,11.757797
-1.99,201,12.023627
-3.2,322,13.053951
-12.0,201,13.317659
-12.0,201,13.723249
-10.33,34,13.745315
-12.0,201,14.140706
-12.0,201,14.403638
6.05,398,15.060502
-0.59,61,15.231078
-1.63,165,15.470208
-12.0,201,15.869258
