#{"t_start": 1784230180.8311348, "env_id": "snake-image-v0"}
r,l,t
-10.17,18,0.827191
-10.25,26,0.845069
-10.03,4,0.848022
-10.04,5,0.851468
-10.14,15,0.861475
-10.13,14,0.871108
-0.03,5,0.874393
-10.28,29,0.894253
-0.28,30,1.195328
-10.02,3,1.197606
-10.18,19,1.210382
-10.24,25,1.227849
-10.03,4,1.230884
-10.21,22,1.246073
-0.19,21,1.260688
-10.14,15,1.27189
-10.07,8,1.410743
-10.17,18,1.423198
-10.37,38,1.449224
-10.41,42,1.477655
-10.21,22,1.492413
-10.18,19,1.636593
-10.03,4,1.639579
-10.09,10,1.646171
-10.08,9,1.65201
-10.47,48,1.684522
-10.06,7,1.689528
-10.12,13,1.698215
-10.24,25,1.848195
-10.12,13,1.857182
-10.24,25,1.873741
-10.36,37,1.899014
-10.07,8,1.904533
-10.01,2,1.905909
-10.03,4,1.908468
-10.12,13,1.917354
-10.54,55,2.090366
-10.26,27,2.108775
-10.02,3,2.110746
-10.18,19,2.12355
-10.04,5,2.126725
-10.12,13,2.135343
-10.15,16,2.146449
-10.29,30,2.299365
-10.43,44,2.328813
-1.06,108,2.535541
-10.04,5,2.539188
-10.63,64,2.582016
-10.11,12,2.589993
-10.21,22,2.739609
-10.03,4,2.742533
-10.1,11,2.749993
-10.27,28,2.768486
-10.13,14,2.77787
-10.18,19,2.790738
-10.24,25,2.807434
-10.84,85,2.997552
-10.15,16,3.008051
-10.1,11,3.015501
-10.23,24,3.032543
-11.36,137,3.393483
-11.57,158,3.631084
-10.75,76,3.681666
-11.53,154,4.053394
-2.47,249,4.485231
-10.31,32,4.506916
-10.19,20,4.519878
-0.76,78,4.70595
-10.24,25,4.722868
-0.28,30,4.743004
-2.04,206,5.150078
-10.6,61,5.191301
-10.37,38,5.216778
-10.05,6,5.220715
-12.0,201,5.623609
-10.36,37,5.647501
-12.0,201,6.053272
-10.69,70,6.099699
-10.24,25,6.249833
-11.54,155,6.922018
-10.13,14,6.931221
19.31,73,6.978834
-2.65,267,7.56049
-12.0,201,7.825865
-12.0,201,8.226418
-11.47,148,8.458849
-12.0,201,8.727848
-12.0,201,9.131096
-1.07,109,9.336979
-12.0,201,9.607035
-11.66,167,9.98925
-12.0,201,10.266323
-10.6,61,10.445114
-12.0,201,10.720216
-12.0,201,11.116906
-12.0,201,11.384154
-10.31,32,11.542648
-0.41,43,11.580882
-10.29,30,11.600734
-10.01,2,11.602036
-11.56,157,11.967192
-10.1,11,11.974778
-12.0,201,12.66323
-11.97,198,13.05629
-12.0,201,13.319786
-1.24,126,13.543895
-10.98,99,13.741044
7.35,268,14.180936
-11.72,173,14.55769
-10.16,17,14.568867
-10.16,17,14.580222
-10.16,17,14.591225
-10.22,23,14.606211
-12.0,201,15.000962
-10.05,6,15.004971
-12.0,201,15.267554
-2.65,267,15.707762
-12.0,201,16.10503
-2.05,207,16.504545
-12.0,201,16.769796
-12.0,201,17.164095
-10.68,69,17.209415
-12.0,201,17.606015
6.19,384,18.681467
-12.0,201,18.951407
-12.0,201,19.345896
-2.53,255,19.776189
