#{"t_start": 1784203062.5266268, "env_id": "snake-v0"}
r,l,t
-13.85,11,0.794953
-15.7,10,0.960948
-10.75,4,0.964628
-3.35,20,1.009318
-12.85,12,1.046674
-20.25,20,1.093289
-14.1,8,1.127843
-11.3,10,1.135941
-41.7,65,1.304082
-41.65,75,1.507751
-14.25,20,1.552705
-12.0,10,1.590499
-11.25,10,1.627083
-11.95,6,1.632209
-10.35,2,1.633732
-10.5,4,1.636925
-13.7,9,1.673535
-11.5,6,1.678068
-33.9,53,1.838092
-14.1,9,1.845465
-19.55,46,1.970168
-10.8,4,1.973895
-7.25,28,2.057643
-19.55,26,2.136643
-19.25,27,2.188397
-15.6,25,2.266642
-16.75,23,2.313817
-10.95,3,2.346401
-10.55,4,2.351011
-12.85,7,2.357194
-10.35,4,2.389736
-14.9,9,2.397489
-13.45,7,2.433031
-13.25,14,2.444302
-14.5,13,2.484074
-10.9,4,2.487394
-12.5,9,2.524262
-12.35,7,2.530322
-15.1,13,2.569802
-2.1,14,2.609687
-12.05,6,2.64316
-16.95,26,2.69377
-12.4,6,2.72797
-10.45,4,2.731543
-13.3,10,2.739569
-11.05,4,2.77251
-10.55,3,2.774776
-11.7,6,2.779779
-11.25,6,2.813281
-13.45,12,2.822813
-12.25,6,2.857605
-12.0,9,2.865179
-16.05,18,2.917713
-18.8,25,2.998969
-14.5,21,3.046306
-12.45,8,3.082044
-10.85,3,3.084473
-13.75,11,3.125038
-11.75,7,3.131465
-10.6,4,3.13471
-10.45,2,3.136257
-14.9,8,3.172271
-13.1,5,3.176395
-14.95,23,3.256632
-15.9,14,3.297306
-13.15,12,3.306997
-17.45,20,3.387331
-10.85,3,3.390426
-10.75,4,3.393602
-10.35,2,3.395233
-15.75,15,3.440129
-13.65,15,3.482593
-12.35,7,3.488731
-13.95,19,3.566376
-10.8,6,3.572896
-10.3,2,3.574556
-12.5,6,3.610605
-11.5,6,3.616373
-10.3,4,3.619961
-10.75,4,3.623484
-10.6,4,3.656482
-10.45,4,3.659615
