#{"t_start": 1784201098.141149, "env_id": "snake-v0"}
r,l,t
-14.0,2,0.751611
-34.0,5,0.755804
-19.0,3,0.758062
-496.0,88,1.115651
-53.0,6,1.120075
-78.0,9,1.154886
-197.0,31,1.206979
-34.0,9,1.241455
-17.0,3,1.24382
-68.0,8,1.277124
-107.0,20,1.320499
-15.0,3,1.323017
-131.0,24,1.396537
-46.0,5,1.400491
-18.0,5,1.40464
-694.0,109,1.682
-96.0,13,1.719383
-34.0,9,1.726395
-41.0,21,1.79937
-48.0,5,1.803281
-75.0,12,1.840989
-220.0,21,1.884432
-34.0,8,1.918521
-183.0,35,2.002164
-75.0,11,2.038262
-57.0,7,2.043842
-85.0,7,2.049691
-32.0,5,2.080781
-56.0,5,2.084661
-91.0,7,2.090353
-102.0,10,2.125888
-31.0,4,2.12921
-28.0,5,2.160243
-76.0,12,2.170314
