#{"t_start": 1784201098.140619, "env_id": "snake-v0"}
r,l,t
-43.0,4,0.753963
-83.0,7,0.75932
-65.0,6,0.915172
-51.0,7,0.920484
-126.0,29,0.998365
-93.0,16,1.038795
-90.0,12,1.075336
-40.0,5,1.079086
-52.0,9,1.086251
-236.0,29,1.163893
-45.0,7,1.197066
-61.0,7,1.202612
-13.0,2,1.20408
-187.0,28,1.280891
-104.0,25,1.355476
-65.0,11,1.364305
-92.0,12,1.400992
-29.0,4,1.404061
-58.0,9,1.438653
-105.0,15,1.477803
-94.0,9,1.485263
-105.0,11,1.521084
-74.0,13,1.558857
-15.0,2,1.560521
-16.0,5,1.564451
-100.0,21,1.635406
-173.0,26,1.68331
-46.0,5,1.68696
-14.0,2,1.716075
-147.0,22,1.762065
-55.0,10,1.797614
-62.0,5,1.80146
-22.0,5,1.805814
-49.0,7,1.839177
-23.0,3,1.841489
-295.0,46,1.961201
-32.0,9,1.968531
-72.0,9,2.002667
-62.0,9,2.00985
-49.0,15,2.04942
-25.0,3,2.078563
-139.0,19,2.121724
-60.0,13,2.159051
-59.0,6,2.164315
