#{"t_start": 1784201098.1387026, "env_id": "snake-v0"}
r,l,t
-242.0,29,0.926219
-25.0,3,0.928586
-62.0,8,0.962152
-58.0,8,0.968424
-212.0,39,1.082165
-101.0,19,1.124405
-72.0,21,1.167929
-50.0,8,1.20208
-38.0,10,1.237429
-45.0,6,1.242262
-52.0,9,1.249547
-59.0,16,1.28882
-28.0,5,1.320561
-24.0,6,1.325352
-174.0,29,1.402795
-57.0,6,1.407758
-32.0,4,1.437961
-149.0,23,1.484025
-39.0,4,1.487063
-180.0,22,1.559077
-46.0,5,1.563148
-197.0,19,1.605369
-45.0,7,1.638247
-17.0,2,1.640128
-227.0,23,1.685131
-411.0,63,1.846496
-47.0,10,1.881292
-45.0,6,1.88602
-27.0,3,1.888443
-54.0,6,1.920817
-169.0,30,2.000718
-52.0,5,2.004471
-16.0,4,2.007982
-58.0,8,2.041451
-108.0,21,2.085434
-40.0,4,2.088605
-21.0,2,2.090398
-105.0,16,2.130531
-24.0,5,2.161736
