#{"t_start": 1784201098.1389728, "env_id": "snake-v0"}
r,l,t
-308.0,41,0.962649
-75.0,12,0.999909
-273.0,35,1.082654
-47.0,7,1.08781
-86.0,10,1.123381
-17.0,3,1.12561
-192.0,21,1.196756
-46.0,18,1.238763
-81.0,8,1.245158
-73.0,8,1.278438
-205.0,31,1.357891
-72.0,10,1.365847
-27.0,7,1.398612
-225.0,32,1.478609
-52.0,13,1.489078
-55.0,8,1.52264
-45.0,8,1.528869
-26.0,4,1.559585
-502.0,77,1.758326
-470.0,45,1.84942
-67.0,11,1.884993
-64.0,10,1.920583
-35.0,11,1.929183
-24.0,5,1.96204
-91.0,12,1.971729
-147.0,19,2.041219
-49.0,6,2.045895
-55.0,7,2.051749
-15.0,3,2.080932
-22.0,2,2.082836
-23.0,2,2.084363
-70.0,6,2.089092
-34.0,4,2.092415
-50.0,6,2.124992
-48.0,5,2.128737
-21.0,3,2.131272
