#{"t_start": 1784201098.1404207, "env_id": "snake-v0"}
r,l,t
-58.0,8,0.757263
-40.0,12,0.9177
-85.0,15,0.956872
-21.0,3,0.959041
-47.0,17,1.000025
-69.0,11,1.036175
-113.0,15,1.075511
-60.0,22,1.120043
-182.0,32,1.200485
-46.0,10,1.235822
-38.0,10,1.243784
-252.0,21,1.287192
-29.0,3,1.317327
-223.0,23,1.362758
-15.0,2,1.36448
-115.0,16,1.404239
-75.0,10,1.439632
-40.0,5,1.443499
-74.0,8,1.477237
-31.0,3,1.479635
-168.0,17,1.520452
-230.0,32,1.600637
-80.0,13,1.638502
-60.0,12,1.647866
-19.0,2,1.676524
-49.0,15,1.715447
-116.0,12,1.724854
-43.0,11,1.762242
-63.0,7,1.767663
-126.0,13,1.805978
-53.0,6,1.838534
-26.0,5,1.842477
-33.0,3,1.844885
-105.0,24,1.918402
-23.0,11,1.927038
-73.0,8,1.962184
-20.0,2,1.963988
-22.0,6,1.968696
-135.0,16,2.008557
-39.0,11,2.044536
-71.0,11,2.080602
-162.0,34,2.162459
-33.0,3,2.165257
