#{"t_start": 1784201098.139198, "env_id": "snake-v0"}
r,l,t
-229.0,31,0.927326
-127.0,19,0.996857
-254.0,33,1.07824
-199.0,19,1.120399
-133.0,19,1.162729
-71.0,15,1.202443
-16.0,2,1.203959
-35.0,4,1.207344
-25.0,3,1.236983
-50.0,6,1.241811
-15.0,3,1.244155
-127.0,19,1.286108
-131.0,19,1.328579
-30.0,5,1.359934
-21.0,2,1.361403
-15.0,3,1.36391
-65.0,14,1.402345
-28.0,4,1.405351
-24.0,2,1.407308
-29.0,7,1.44
-136.0,17,1.480754
-17.0,4,1.484296
-26.0,5,1.488119
-78.0,14,1.526365
-15.0,4,1.556972
-52.0,8,1.563419
-91.0,10,1.598799
-223.0,56,1.724578
-29.0,3,1.726783
-139.0,15,1.767376
-36.0,5,1.798955
-72.0,9,1.80632
-59.0,7,1.839681
-69.0,12,1.84923
-58.0,10,1.884003
-40.0,9,1.918748
-79.0,16,1.960329
-20.0,5,1.964317
-43.0,4,1.967413
-198.0,37,2.051561
-267.0,35,2.161289
-23.0,3,2.163607
-45.0,6,2.16912
-21.0,3,2.171405
