#{"t_start": 1784226672.8123083, "env_id": "snake-v0"}
r,l,t
-10.45,4,0.757493
-11.8,10,0.765483
-14.5,10,0.927813
-11.65,6,0.932393
-11.55,8,0.965958
-15.5,25,1.013038
-13.05,16,1.052904
-25.0,38,1.165087
-13.5,14,1.203844
-13.25,10,1.211726
-13.5,16,1.251704
6.85,24,1.325342
-12.15,10,1.332815
-11.25,6,1.365254
-12.3,9,1.372411
-12.7,10,1.407658
-12.0,5,1.41171
-15.7,26,1.487776
-12.5,9,1.495245
-10.5,2,1.524667
-30.25,55,1.651797
-25.75,35,1.734652
-18.2,26,1.81252
-7.85,32,1.894871
-11.15,4,1.898034
-10.85,7,1.930748
-14.8,21,1.975251
-10.3,4,1.978176
-11.05,4,1.981143
-10.75,6,2.012937
-10.65,3,2.015224
-10.85,3,2.018027
-13.4,10,2.054899
-16.8,13,2.093747
-11.25,4,2.096783
-16.3,26,2.144535
-10.55,3,2.174591
-21.9,41,2.262007
-12.0,6,2.294057
-11.05,3,2.296355
-11.7,5,2.300384
-10.2,2,2.30196
7.15,20,2.3446
-19.65,52,2.495319
-14.15,15,2.534754
-10.05,34,2.616085
-14.15,11,2.625246
-12.65,10,2.660235
-20.55,40,2.775369
-16.05,23,2.822273
-12.9,12,2.861337
-27.4,34,2.943363
-10.1,2,2.944908
-13.0,14,2.982746
-12.75,7,2.988202
-11.9,10,3.024058
-10.9,5,3.028308
-4.9,18,3.069647
-3.2,13,3.10667
-10.6,4,3.1101
-11.5,5,3.14142
-22.45,30,3.219969
-26.75,27,3.26858
-4.25,14,3.307389
-12.05,11,3.344664
-10.3,4,3.347775
-10.25,3,3.350428
-24.7,41,3.464853
-15.1,13,3.50221
-11.2,4,3.505449
-18.25,20,3.548421
-10.55,3,3.551123
-10.45,3,3.580654
-11.65,7,3.586323
-10.9,4,3.5894
-10.9,4,3.592884
-10.55,3,3.622115
-13.6,12,3.631911
-16.95,11,3.669587
-11.95,7,3.703968
-18.3,21,3.748044
-10.5,2,3.749601
-0.15,4,3.752972
-10.4,5,3.784111
-10.9,5,3.788099
-16.45,23,3.833695
-16.45,20,3.907224
-10.9,4,3.910554
-10.05,2,3.912049
-17.2,16,3.952984
-10.9,4,3.956191
-10.7,5,3.960297
-13.0,9,3.996171
-11.55,6,4.001178
-13.65,10,4.03697
-10.7,5,4.04089
-13.1,9,4.077205
-10.45,3,4.079581
-10.3,2,4.081172
-3.2,10,4.117396
-11.8,10,4.125568
-14.5,10,4.162157
-10.6,5,4.166319
-10.6,2,4.195767
-13.5,6,4.200647
-10.45,2,4.202215
-12.45,8,4.237221
-14.35,12,4.246969
-13.05,14,4.285566
-12.0,6,4.319025
-12.65,11,4.328015
-1.15,8,4.361539
-10.25,2,4.363147
-11.95,4,4.366429
-10.75,6,4.371121
-10.95,3,4.401008
-10.6,5,4.404976
-13.05,12,4.443227
-0.7,6,4.447958
-13.8,9,4.483941
-10.5,2,4.485608
-2.0,9,4.493168
-17.3,21,4.566076
-12.55,7,4.571966
-10.75,3,4.574445
-11.35,8,4.60903
-10.95,3,4.611318
-10.75,6,4.616313
-10.55,3,4.645756
-10.45,2,4.647406
-13.7,22,4.694017
-10.7,4,4.697114
-12.5,6,4.730359
-11.8,6,4.73561
-10.85,6,4.740499
-10.6,5,4.773663
-12.8,8,4.780496
-10.45,3,4.783257
-15.65,12,4.835424
-12.5,6,4.870295
-12.2,9,4.878005
-10.3,2,4.879616
-10.5,2,4.88124
-12.95,10,4.916457
-12.35,12,4.954705
-0.6,6,4.959918
-11.05,4,4.963235
-10.9,5,4.995811
-11.35,6,5.000693
-10.55,6,5.005705
-11.15,3,5.035051
-11.75,8,5.041653
-12.95,10,5.07873
-10.75,6,5.083813
-11.25,6,5.088785
-10.45,3,5.119141
-12.0,5,5.123061
-12.0,6,5.128121
-11.35,4,5.160242
-10.4,2,5.161767
-11.35,6,5.167
-12.1,5,5.170917
-12.0,6,5.203803
-11.05,4,5.207166
-11.35,6,5.212215
-10.6,6,5.244608
-13.15,7,5.250457
-11.35,7,5.284056
-11.15,3,5.286552
-12.15,12,5.32457
-13.05,7,5.330491
-10.95,3,5.332924
-10.65,3,5.335609
-0.45,4,5.3656
-11.35,4,5.369002
-12.5,5,5.373166
-11.25,6,5.406537
-10.3,2,5.408247
-11.5,4,5.411453
-11.45,7,5.417475
-10.4,2,5.447106
-12.0,6,5.452197
-14.5,10,5.488561
-11.85,6,5.493989
-10.4,2,5.495586
-11.6,6,5.500717
-10.6,2,5.529156
-13.6,10,5.537584
-11.75,6,5.570554
-10.95,3,5.573025
-13.0,9,5.580527
-12.85,7,5.614268
-12.6,9,5.621974
-11.0,5,5.653244
-10.45,4,5.65644
-11.3,5,5.660633
-0.65,6,5.694308
-10.7,4,5.697706
-15.05,10,5.706691
-10.4,2,5.736132
-10.7,5,5.740146
-11.05,7,5.746121
-11.8,4,5.777839
-13.15,8,5.784656
-11.1,5,5.788652
-10.95,3,5.819371
-11.8,6,5.824468
-11.05,3,5.827279
-11.4,5,5.831436
-11.25,7,5.865147
-12.65,11,5.904398
-13.1,10,5.913105
-11.25,6,5.946049
-11.2,4,5.949556
-11.1,5,5.953931
-12.8,8,5.988457
-12.7,5,5.992852
-11.7,8,5.999378
-10.6,6,6.032328
-10.35,3,6.034841
-10.25,2,6.03646
-11.3,5,6.040498
-12.2,9,6.076883
-11.1,6,6.081734
-12.6,9,6.11735
-10.7,2,6.118977
-11.75,6,6.123722
-1.4,9,6.158714
-11.9,10,6.195352
-11.75,8,6.202058
-11.2,5,6.206034
-10.75,7,6.240042
-11.9,5,6.244427
-11.35,3,6.246919
-12.05,6,6.280103
-11.7,5,6.284503
-11.0,8,6.319346
-10.25,3,6.32178
-12.0,6,6.327066
-11.5,4,6.33028
-14.05,10,6.367008
-10.65,3,6.369379
-1.95,11,6.406822
-12.25,7,6.412834
-11.05,4,6.444492
-13.1,14,6.456891
-11.3,9,6.492068
-0.55,7,6.497762
-10.8,5,6.53018
-12.1,5,6.534546
-11.0,8,6.568995
-10.25,4,6.572188
-10.75,3,6.574745
-12.1,8,6.581263
-10.2,2,6.610088
-12.85,7,6.615966
-11.6,9,6.651761
-10.7,5,6.655866
-11.75,7,6.661843
-10.9,4,6.69321
-2.6,13,6.703871
-11.25,6,6.735773
-0.4,5,6.739865
-13.1,9,6.775832
-12.85,6,6.78056
-10.85,4,6.784091
-1.85,8,6.819039
-12.4,12,6.858021
-11.2,4,6.861782
-11.0,6,6.867203
-10.75,4,6.870516
-15.25,11,6.910458
-11.5,4,6.913703
-12.2,9,6.949371
-10.45,4,6.953024
-11.7,5,6.957234
-10.45,3,6.98762
-1.65,10,6.996112
-12.1,8,7.030981
-11.0,6,7.036157
-10.95,3,7.038602
-10.55,3,7.069221
-13.8,10,7.077329
-11.6,9,7.111814
-11.2,6,7.116591
-10.85,3,7.119075
-12.9,9,7.154949
-10.3,2,7.156604
-10.85,4,7.160046
-11.15,10,7.196715
-14.8,10,7.204901
-11.3,9,7.240683
-13.75,7,7.246524
-13.65,15,7.288055
-10.5,5,7.320195
-11.35,7,7.32617
-10.25,3,7.328636
-12.4,9,7.364167
-11.1,5,7.368655
-10.6,6,7.401984
-1.5,7,7.407798
-11.05,7,7.413671
-10.85,3,7.444712
-11.95,7,7.450784
-10.15,3,7.453179
-10.65,2,7.454799
-13.35,6,7.487471
-10.25,2,7.489205
-10.75,3,7.492128
-12.25,10,7.528311
-10.45,2,7.529891
-12.75,6,7.534975
-10.4,5,7.566527
-11.25,6,7.571632
-13.85,15,7.611566
-1.5,9,7.619279
-13.8,9,7.654576
-13.05,11,7.690683
-10.5,5,7.694959
-10.65,3,7.697719
-11.3,4,7.702075
-10.6,2,7.732443
-14.85,12,7.743014
-10.4,5,7.775534
-11.75,6,7.780568
-11.75,6,7.785836
-10.8,2,7.787357
-12.7,9,7.823472
-13.85,8,7.857432
-13.7,12,7.868041
-10.7,5,7.900615
-1.7,9,7.907889
-12.35,10,7.944277
-13.25,11,7.953331
-13.0,10,7.99049
-11.95,8,8.025392
-11.7,5,8.029487
-11.75,7,8.035595
-11.3,6,8.068861
-11.75,8,8.075647
-10.55,3,8.078098
-3.05,8,8.113231
-11.0,6,8.118484
-10.9,5,8.150858
-11.5,4,8.154078
-10.9,4,8.157323
-10.3,2,8.159389
-10.3,2,8.161039
-12.05,7,8.194511
-10.5,2,8.196121
-10.4,5,8.200656
-10.45,2,8.202269
-11.5,9,8.238214
-10.9,9,8.246842
-10.75,7,8.280722
-10.45,2,8.282376
-10.35,4,8.285969
-13.3,9,8.321743
-13.25,10,8.330135
-13.9,9,8.365742
-10.5,2,8.367692
-11.05,3,8.370101
-11.25,3,8.400908
