#{"t_start": 1784226672.8101473, "env_id": "snake-v0"}
r,l,t
-13.95,23,0.929078
-12.45,8,0.935529
-18.0,14,0.973583
-1.0,6,1.005905
-1.65,11,1.014386
19.15,13,1.05193
-11.45,11,1.088245
-4.35,20,1.131096
-10.35,3,1.133304
-18.9,25,1.208204
0.8,42,1.295814
-11.35,4,1.326381
-22.1,20,1.369952
-10.75,4,1.372994
-26.1,38,1.485954
-13.55,14,1.497301
-11.6,62,1.657595
-11.4,8,1.691575
-10.9,4,1.694856
-31.9,66,1.859866
-11.5,5,1.892724
-11.05,7,1.898396
-17.6,16,1.938606
-15.9,22,1.983203
-11.75,11,2.0193
-11.05,4,2.022327
-11.75,6,2.056192
-10.75,3,2.058476
-26.9,40,2.14577
-12.0,12,2.182912
-10.9,4,2.186339
-10.65,3,2.216153
-13.1,14,2.226833
-14.95,14,2.265574
-12.6,8,2.299197
-16.85,26,2.346638
-16.95,20,2.417486
-10.9,4,2.420856
-12.3,13,2.458479
-14.75,16,2.498175
-10.1,2,2.499656
-10.15,3,2.502298
-19.25,27,2.578434
-11.1,5,2.582205
-10.55,3,2.584446
-3.2,25,2.658973
-14.0,13,2.696841
-11.65,8,2.703117
-12.55,15,2.742734
-12.8,9,2.77824
-14.55,20,2.822634
-14.35,11,2.860971
-15.2,13,2.871553
-10.9,5,2.902673
-10.3,4,2.90576
-11.2,9,2.912909
-11.95,11,2.949293
-13.05,24,3.022985
-15.35,18,3.064316
-11.7,5,3.068192
-10.35,3,3.070907
-10.9,5,3.101469
-17.25,10,3.109531
-12.9,6,3.14178
-10.7,5,3.145828
-0.5,3,3.14806
-14.7,16,3.188107
-12.0,13,3.225797
-15.55,23,3.271432
-20.15,19,3.342707
-15.85,18,3.384497
-11.2,9,3.391739
-11.25,6,3.423599
-17.15,19,3.466193
-13.8,10,3.473957
-11.45,7,3.506757
-15.3,12,3.543351
-11.0,5,3.547456
-10.55,3,3.549719
-12.7,9,3.584304
