#{"t_start": 1784226672.8104105, "env_id": "snake-v0"}
r,l,t
-2.05,12,0.765661
-11.65,15,0.931923
-12.95,11,0.967745
-10.55,3,0.970371
-16.7,20,1.013355
-18.95,16,1.053231
-13.15,10,1.08875
-13.0,12,1.125278
-11.25,3,1.12788
-10.45,4,1.130871
-14.9,14,1.169498
-13.6,20,1.212725
-10.75,3,1.214998
-10.15,3,1.244855
-15.9,21,1.288738
-12.45,10,1.323881
-12.0,5,1.327935
-21.65,28,1.404954
-21.9,29,1.455228
-4.2,24,1.530532
-19.35,23,1.576308
-14.95,15,1.616363
-11.45,6,1.64876
-13.7,12,1.658128
-11.05,4,1.68903
-23.5,50,1.813339
-3.3,16,1.8541
-14.25,8,1.860693
-13.95,11,1.89817
-14.8,14,1.93687
-14.1,9,1.943812
-11.25,4,1.974466
-26.95,31,2.055146
-0.5,6,2.059736
-13.95,10,2.096354
-16.5,25,2.143146
-21.1,21,2.187588
-11.6,4,2.218154
-12.0,5,2.222104
-14.5,8,2.255868
-15.65,15,2.267648
-13.3,16,2.307501
-23.9,48,2.427539
-13.8,13,2.46527
-11.75,7,2.49795
-17.15,16,2.53811
-16.7,17,2.57897
-12.7,6,2.583456
-18.75,24,2.657233
-13.55,7,2.662866
-10.95,3,2.665255
-13.8,17,2.705861
-14.35,12,2.74323
-12.85,6,2.747931
-15.35,15,2.787926
-13.25,11,2.825636
-12.05,11,2.863936
-18.05,23,2.909344
-11.95,11,2.945952
-12.3,9,2.953138
-14.25,16,2.992284
-21.35,31,3.072236
-11.35,7,3.10473
-10.6,5,3.108471
-0.15,4,3.111906
-13.05,8,3.145604
-15.55,11,3.181496
-12.9,13,3.191527
-10.3,4,3.222573
-14.05,14,3.260865
-15.45,19,3.303876
-10.75,4,3.306863
-18.25,22,3.35303
-11.25,3,3.382689
-10.45,3,3.3854
-10.85,3,3.387674
-19.45,23,3.432761
-15.8,20,3.503249
-11.45,3,3.505669
-10.85,3,3.508035
-13.6,14,3.546452
-10.75,6,3.551003
-10.8,6,3.583262
-12.2,8,3.589677
-10.75,6,3.594697
-10.55,6,3.626197
-11.1,5,3.630576
-12.6,9,3.666329
-10.8,6,3.67139
-16.35,18,3.7148
-13.75,18,3.756345
-10.5,5,3.787503
6.7,14,3.825864
-14.4,12,3.835479
-10.85,3,3.838021
-10.7,6,3.872066
-11.15,3,3.874504
-10.55,3,3.877224
-13.6,9,3.912339
-12.9,12,3.949708
-11.95,7,3.955581
-13.6,10,3.991943
-12.0,5,3.99622
-10.5,2,3.997921
-11.65,3,4.000314
-16.05,15,4.040368
-12.5,13,4.079827
-1.95,10,4.115223
-13.6,8,4.122339
-13.15,8,4.157037
-10.9,5,4.161558
-11.3,5,4.165682
-12.6,9,4.2008
-10.95,3,4.203241
-11.45,7,4.208783
-11.0,6,4.242373
-14.85,10,4.250359
-11.25,6,4.282388
-12.15,7,4.28815
-11.35,7,4.322554
-11.65,7,4.328187
-13.8,9,4.36252
-15.45,14,4.400764
-12.7,5,4.405174
-11.9,5,4.409224
-11.35,7,4.443211
-12.6,10,4.451353
-0.8,8,4.48654
-12.1,5,4.490592
-12.1,9,4.524879
-10.65,2,4.526571
-11.6,9,4.53389
-12.1,10,4.571399
-10.4,5,4.575508
-10.95,8,4.60994
-11.6,5,4.613905
-14.2,9,4.64836
-11.9,5,4.652535
-1.05,7,4.658113
-11.6,5,4.690939
-10.7,5,4.695001
-11.15,7,4.700629
-13.8,9,4.736633
-11.9,9,4.772796
-13.9,9,4.780659
-11.15,3,4.783245
-10.65,3,4.786017
-10.9,4,4.816482
-11.65,4,4.819897
-10.9,5,4.83917
-11.55,3,4.841528
-11.2,5,4.875362
-12.2,9,4.883046
-10.3,4,4.913441
-11.75,7,4.919139
-12.25,7,4.92469
-11.95,7,4.958927
-1.2,9,4.966563
-11.5,5,4.99931
-10.85,7,5.004906
-10.45,2,5.006729
-11.15,7,5.03936
-10.25,3,5.041869
-11.55,6,5.046968
-11.35,4,5.078929
-13.55,11,5.088137
-12.3,5,5.12006
-10.95,3,5.122528
-11.25,6,5.127486
-11.15,7,5.162015
-10.45,2,5.163565
-10.55,3,5.166096
-12.1,9,5.173553
-11.15,7,5.207418
-13.5,8,5.214021
-10.85,7,5.247207
-10.45,3,5.249724
-11.55,10,5.285829
-11.25,6,5.290839
-10.7,2,5.292396
-12.2,9,5.328288
-10.7,4,5.33147
-10.65,3,5.333859
-10.9,5,5.338249
-11.35,7,5.370792
-10.95,8,5.377495
-10.35,3,5.40829
-10.9,4,5.41169
-10.85,3,5.414068
-11.45,7,5.420073
-10.95,3,5.450662
-0.75,9,5.458174
-10.75,4,5.461797
-11.65,4,5.493001
-11.5,6,5.498213
-11.95,4,5.50167
-11.5,4,5.531801
-11.05,7,5.537823
-10.55,4,5.541043
-11.35,4,5.572344
-13.1,10,5.580616
-10.55,3,5.583133
-13.3,9,5.618933
-10.65,3,5.621367
-10.75,3,5.62375
-12.8,8,5.657445
-12.65,12,5.696101
-10.35,2,5.697896
-13.15,8,5.7047
-10.45,4,5.708479
-10.7,2,5.737879
-11.9,9,5.745601
-11.0,6,5.750358
-13.15,7,5.784598
-12.5,6,5.789644
-12.1,8,5.824495
-11.35,6,5.829871
-10.9,4,5.833237
-10.35,3,5.863642
-12.05,7,5.870027
-11.5,8,5.906198
-10.6,4,5.909586
-11.5,10,5.918251
-12.35,8,5.953311
-13.15,7,5.959106
-11.9,9,5.994643
-10.6,6,5.999618
-12.25,7,6.033142
-13.75,7,6.039076
-10.85,6,6.072613
-11.35,4,6.076024
-12.2,8,6.082755
-0.75,7,6.116312
-15.5,13,6.154507
-12.35,10,6.16286
-10.8,5,6.166967
-11.05,4,6.1987
-10.85,7,6.20468
-11.15,8,6.239432
-10.65,3,6.241832
-11.15,8,6.248675
-2.0,9,6.28428
-12.15,7,6.290264
-11.95,7,6.324444
-10.55,3,6.327304
-11.75,7,6.332923
-10.85,3,6.363495
-11.3,8,6.370398
-11.35,3,6.372769
-10.15,2,6.374503
-11.25,6,6.407815
-11.0,8,6.414605
-10.95,3,6.417241
-11.65,4,6.448701
-10.7,2,6.450354
-11.65,4,6.454182
-11.05,4,6.457875
-12.5,5,6.489438
-12.0,6,6.494692
-13.15,8,6.52946
-10.9,4,6.532797
-12.55,8,6.539516
-10.55,2,6.541267
-12.05,8,6.575649
-12.7,10,6.611125
-10.65,6,6.61603
-11.35,3,6.618923
-11.05,3,6.621304
-12.55,7,6.655229
-11.05,3,6.657642
-11.95,4,6.661319
-11.25,6,6.694123
-12.2,9,6.701556
-10.35,3,6.704136
-12.15,8,6.737562
-10.45,2,6.73922
-10.35,2,6.740863
-10.95,8,6.775819
-12.1,6,6.780838
-13.35,8,6.787496
-11.05,7,6.821656
-10.75,4,6.824964
-10.15,2,6.826613
-10.65,2,6.828325
-12.65,8,6.864494
-0.3,6,6.869808
-11.75,7,6.906027
-10.15,2,6.907688
-13.8,9,6.915505
-11.95,7,6.949448
-11.5,6,6.954807
-11.2,4,6.958187
-11.05,3,6.988626
-10.5,5,6.992593
-12.1,9,7.000421
-10.45,2,7.030349
-10.85,7,7.03633
-10.95,3,7.038795
-10.45,4,7.042063
-10.95,7,7.075826
-12.35,10,7.111055
-10.35,3,7.1136
-0.3,3,7.115947
-11.35,4,7.119254
-10.45,2,7.12085
-10.45,2,7.122454
-11.3,5,7.155253
-11.65,7,7.1609
-12.35,15,7.201741
-11.9,5,7.205914
-10.35,3,7.236969
-12.6,9,7.244308
-11.65,6,7.277952
-11.65,6,7.282798
-10.5,2,7.28455
-11.35,4,7.288157
-1.8,8,7.322818
-2.0,10,7.331247
-12.7,8,7.365925
-11.75,8,7.37292
-10.85,3,7.403768
-13.15,8,7.410737
-11.5,6,7.415458
-11.2,8,7.45056
-12.4,9,7.486011
-12.2,9,7.493918
-10.25,2,7.495561
-12.0,5,7.527564
-10.5,2,7.529278
-13.45,7,7.534924
-12.75,6,7.539946
-10.35,3,7.570195
-1.05,7,7.575732
-11.5,5,7.579976
-10.2,2,7.609131
-10.8,5,7.613365
-11.35,6,7.618295
-10.7,4,7.621893
-12.0,6,7.654791
-12.25,7,7.66072
-14.2,9,7.695151
-10.5,2,7.696719
-11.1,9,7.734233
-11.5,6,7.739401
-11.95,7,7.745618
-13.4,13,7.784838
-12.25,7,7.81948
-10.9,5,7.823648
-12.25,6,7.828933
-10.65,3,7.831407
-11.45,4,7.861957
-12.4,6,7.86687
-13.5,8,7.902411
-11.05,3,7.904909
-10.25,3,7.907246
-10.75,7,7.91318
-12.0,8,7.947652
-11.1,10,7.984618
-10.35,3,7.987412
-11.65,4,7.990683
-11.5,5,7.99506
-10.9,4,8.025935
-11.85,8,8.032897
-14.2,9,8.068905
-10.6,2,8.070635
-11.2,5,8.074689
-10.4,2,8.076197
-11.05,4,8.079886
-12.75,6,8.113396
-10.6,2,8.115021
-10.25,3,8.117432
-11.15,3,8.120272
-10.1,2,8.121846
-12.5,9,8.157546
-11.95,7,8.163702
-11.15,3,8.193949
-10.95,8,8.200317
-11.35,8,8.235698
-15.55,11,8.246103
-10.45,2,8.247756
-10.65,2,8.277693
-11.6,10,8.286101
-11.95,7,8.320274
-10.2,2,8.322037
-11.25,6,8.326769
-10.45,3,8.329547
-10.6,2,8.331135
-10.8,4,8.362844
-10.65,3,8.365111
-11.7,5,8.369465
-11.55,6,8.402687
-10.65,3,8.405257
-10.25,3,8.407697
-12.25,6,8.412625
-10.15,2,8.414273
-10.9,5,8.446488
-10.75,3,8.448905
-11.75,7,8.454788
-11.0,5,8.486595
-12.25,6,8.491491
-13.3,10,8.528244
-13.4,9,8.53581
-10.5,2,8.537528
-11.25,6,8.571038
-11.25,3,8.573575
-11.55,11,8.611993
-10.9,4,8.615323
-12.2,9,8.623346
-11.7,5,8.65657
-10.45,3,8.658926
-0.5,6,8.664434
-11.1,5,8.696974
-12.75,11,8.706282
-12.1,8,8.741078
-15.35,11,8.750265
-11.85,6,8.788585
-0.4,3,8.790876
-10.4,2,8.792703
-13.15,11,8.830184
-11.25,6,8.835151
-10.65,3,8.837582
-11.35,8,8.873735
-10.5,5,8.878221
-11.2,4,8.881429
-12.85,7,8.928867
-11.35,3,8.931311
-10.6,4,8.934902
-13.75,11,8.971395
-11.35,4,8.974696
-10.7,8,9.00925
-13.25,10,9.017381
-0.6,3,9.048166
-11.15,7,9.054194
-11.0,5,9.05831
-12.7,9,9.094715
-0.15,4,9.097956
-11.85,11,9.135138
-12.05,6,9.140158
-11.1,5,9.17258
-12.75,6,9.177618
-11.9,5,9.181836
-10.75,3,9.184306
-12.2,10,9.221142
-10.35,3,9.223677
