#{"t_start": 1784226672.8128822, "env_id": "snake-v0"}
r,l,t
-11.2,5,0.75803
-14.9,18,0.926464
-12.25,7,0.931862
-15.3,20,1.002454
-6.2,22,1.046863
-20.3,24,1.093244
-11.2,4,1.123662
-5.55,17,1.164546
-15.55,11,1.173037
-12.45,11,1.209581
-17.2,14,1.247802
-19.8,42,1.363187
-12.9,9,1.37039
-11.05,3,1.372601
-12.15,7,1.40558
-11.6,6,1.410327
-10.1,2,1.411921
-24.0,29,1.490256
-13.45,12,1.528166
-10.95,7,1.533758
-13.6,10,1.569438
-15.05,11,1.606304
-14.0,8,1.612481
-2.05,9,1.647229
-10.75,4,1.650483
-6.1,26,1.72598
-12.2,10,1.734122
-11.35,3,1.736532
-15.6,12,1.774616
-23.05,30,1.854811
-10.35,3,1.857257
-11.8,9,1.893531
-11.55,6,1.898234
-20.4,34,1.979761
-12.0,10,2.014677
-12.25,10,2.051974
-19.4,25,2.100385
-4.05,27,2.17657
-10.6,5,2.180315
-32.4,62,2.338492
-12.7,10,2.374143
-24.0,45,2.464369
-17.8,29,2.542163
-15.15,22,2.61394
-10.8,4,2.617425
-16.45,28,2.694226
-7.25,22,2.739327
-20.7,37,2.82594
-16.0,18,2.869888
-12.25,8,2.903161
-20.25,39,2.988448
-12.45,12,3.026179
-11.95,7,3.058721
-10.4,6,3.063207
-14.3,13,3.100866
-20.65,40,3.18694
-10.75,3,3.189194
-11.65,8,3.22321
-11.5,4,3.226654
-20.5,29,3.304513
-11.5,5,3.308847
-11.5,8,3.343304
-16.1,18,3.385324
-10.45,3,3.387579
-12.1,6,3.392465
-11.5,4,3.422547
-12.95,15,3.462033
-11.95,4,3.465075
-1.85,9,3.472104
-10.4,5,3.50332
-13.9,9,3.510589
-10.75,7,3.543229
-11.2,4,3.546329
-11.1,6,3.551398
-11.15,7,3.584162
-10.6,6,3.588867
-12.65,6,3.620752
-10.65,4,3.623881
-11.25,6,3.629029
-16.85,15,3.669806
-10.5,5,3.674832
-10.9,5,3.706619
-15.7,16,3.746701
-10.75,3,3.749057
-13.1,13,3.786714
-11.75,6,3.791815
-12.1,4,3.795004
-10.65,3,3.8243
-12.25,15,3.865475
-14.4,13,3.876346
-10.95,3,3.906695
-19.9,14,3.918123
-14.6,13,3.95645
-12.3,6,3.989626
-12.7,13,4.000645
-10.75,7,4.03423
-13.55,15,4.07508
-16.35,15,4.11488
-12.2,14,4.154675
-14.6,9,4.162521
-11.35,4,4.165774
-11.25,7,4.199214
-12.25,11,4.236674
-14.75,11,4.24554
-13.15,8,4.279214
-11.85,8,4.285782
-13.0,6,4.319345
-12.1,8,4.325851
-13.15,7,4.358527
-10.5,2,4.360173
-11.25,6,4.365034
-10.45,4,4.368253
-11.05,4,4.398436
