#{"t_start": 1784203429.0303354, "env_id": "snake-image-v0"}
r,l,t
-14.15,10,0.82706
-25.5,33,0.850603
-14.9,17,0.862483
-16.6,16,0.873837
-15.5,12,0.882354
-19.45,32,0.906389
-7.15,35,1.230177
-13.4,16,1.241731
-11.7,4,1.244679
-12.85,15,1.255661
-14.4,9,1.26185
-13.65,8,1.26726
-16.3,17,1.279107
-15.65,18,1.291957
-12.4,10,1.299328
-10.65,3,1.301639
-41.05,94,1.506545
-10.2,2,1.50788
-2.55,16,1.51906
-10.45,2,1.520696
-7.9,23,1.673978
-15.3,9,1.68035
-13.85,8,1.685809
-18.65,27,1.705016
-11.05,4,1.707679
-11.85,6,1.712521
-10.4,2,1.713857
-14.7,10,1.721109
-16.65,12,1.7295
-16.45,19,1.743451
-14.05,11,1.751595
-22.75,72,1.942497
-3.1,13,1.951607
-11.9,5,1.955425
-13.4,57,2.133128
-13.65,15,2.14372
-23.25,36,2.168389
-18.0,16,2.180195
-13.1,20,2.194049
-16.95,22,2.209655
-17.6,33,2.371436
-26.85,38,2.398424
-14.75,72,2.58704
-19.35,28,2.607692
-0.7,7,2.612649
-18.5,20,2.626792
-10.35,2,2.628458
-12.95,12,2.636861
-10.45,3,2.638871
-14.65,14,2.648801
-14.2,9,2.655381
-11.25,3,2.657598
-12.1,5,2.660944
-0.4,6,2.665294
-14.65,10,2.672285
-12.5,17,2.822587
-28.8,53,2.860324
-12.8,8,2.865965
-11.75,6,2.870243
-17.75,15,2.880892
-15.75,20,2.895032
-14.3,9,2.901313
-17.65,19,3.052468
-10.15,2,3.054103
8.55,15,3.064557
-11.05,3,3.067224
-14.2,13,3.076581
-10.75,3,3.078889
-11.35,4,3.081986
-15.8,17,3.093978
-13.3,9,3.101134
-13.75,11,3.109016
-15.75,15,3.119382
-15.2,10,3.126423
-13.2,12,3.134713
-18.85,27,3.293027
-14.5,12,3.301374
-16.3,13,3.31039
-11.9,5,3.313976
-13.75,19,3.327071
-17.8,16,3.338415
-11.65,4,3.34108
-10.9,4,3.343829
-13.75,19,3.359164
-10.75,3,3.36135
-10.4,2,3.362825
-11.9,5,3.366395
-12.65,15,3.514482
-10.9,4,3.517268
