#{"t_start": 1784203429.0298247, "env_id": "snake-image-v0"}
r,l,t
-18.4,22,0.836291
-10.9,5,0.839812
-14.3,18,0.852498
-10.4,4,0.855274
-18.25,20,0.869056
-16.05,23,0.885612
-11.3,5,0.889288
-11.35,8,0.89614
2.65,37,1.219444
6.1,20,1.23578
-13.1,10,1.242908
-20.25,46,1.275332
-12.0,9,1.281911
-6.15,28,1.302107
-5.65,25,1.458093
-13.45,7,1.463363
-15.15,12,1.471865
-15.4,17,1.483883
-7.35,33,1.507006
-14.3,14,1.51678
-5.3,30,1.675193
-13.35,10,1.682217
-20.45,36,1.707484
-23.9,28,1.727647
-12.35,7,1.732986
-12.6,37,1.760521
-2.35,11,1.907525
-10.45,3,1.90966
-15.9,18,1.922801
-17.65,22,1.938267
-14.25,14,1.947963
-15.9,10,1.955229
-12.7,5,1.958592
-16.4,21,1.973711
-56.2,108,2.186883
-11.3,5,2.190491
-15.15,19,2.203852
-16.9,16,2.215302
-11.5,5,2.218588
-12.6,9,2.363431
-11.25,3,2.365557
-1.25,8,2.3712
-15.85,11,2.379452
-8.4,22,2.394618
-11.95,4,2.397498
-10.6,4,2.400355
-14.85,11,2.4083
-19.85,28,2.428257
-14.6,10,2.435115
-4.45,15,2.446061
-11.6,8,2.588937
-17.6,25,2.6074
-15.1,28,2.62726
-6.25,24,2.644233
-10.8,5,2.647672
-18.0,26,2.666485
-15.75,11,2.67416
-12.2,9,2.81877
-12.2,9,2.825263
-18.25,19,2.838899
-10.7,2,2.84027
-11.55,7,2.845138
-10.75,3,2.847306
-11.25,8,2.852893
-10.9,4,2.855941
-14.5,12,2.864338
-10.55,6,2.868512
-12.25,6,2.872873
-16.45,55,3.049474
-14.45,15,3.060175
-14.5,17,3.072884
-17.45,26,3.091723
-12.05,10,3.099006
-14.6,14,3.109483
-12.9,13,3.118517
-17.2,29,3.277954
-10.35,2,3.27957
-20.3,17,3.291519
-14.8,10,3.298526
-13.8,9,3.304747
-10.85,3,3.306714
-0.15,4,3.309338
-14.25,14,3.319285
-11.75,6,3.323415
-11.05,3,3.325556
-12.15,7,3.330359
-20.5,37,3.358012
-12.3,9,3.36472
-11.9,5,3.50536
-13.75,11,3.513615
-10.8,5,3.517027
-6.3,22,3.532614
-18.1,22,3.548402
-12.7,9,3.554777
-15.7,18,3.567331
-11.3,5,3.570899
-14.0,14,3.580877
-11.4,8,3.586273
-11.5,5,3.590179
-14.2,13,3.738688
-16.55,15,3.749874
-11.55,3,3.751931
-11.55,7,3.757371
-11.4,5,3.760755
-10.5,5,3.764619
-14.65,15,3.775029
-17.2,17,3.787396
-13.5,12,3.796214
-11.5,6,3.800339
-14.0,9,3.806759
-21.4,25,3.824666
-10.3,2,3.826043
-11.5,5,3.965385
-11.8,8,3.971068
-10.8,5,3.974547
-12.85,11,3.982388
-10.8,5,3.986252
-12.25,11,3.994191
-10.85,3,3.996557
-16.85,20,4.010672
-10.65,2,4.012422
-16.45,19,4.025749
-17.3,18,4.038732
-16.45,11,4.046645
-14.2,9,4.052891
-13.75,15,4.203205
-12.75,12,4.211651
-12.7,13,4.221545
-11.95,7,4.226302
-11.95,4,4.229404
-10.25,2,4.230772
-11.65,7,4.23556
-11.25,6,4.239973
-10.3,2,4.241418
-10.6,5,4.244977
-12.55,8,4.25065
-10.45,4,4.253501
-12.15,11,4.261521
-16.25,11,4.269494
-14.35,11,4.277966
-10.75,4,4.281049
-10.35,3,4.283262
-12.35,8,4.425296
-14.9,8,4.43115
-10.55,3,4.433249
-10.4,2,4.434603
-11.5,9,4.44135
-16.75,19,4.455246
-11.15,3,4.457424
-10.95,3,4.459441
-10.3,4,4.462288
-11.05,3,4.46448
-1.8,9,4.471216
-11.2,4,4.474008
-15.8,13,4.483136
-17.75,19,4.496992
-14.9,18,4.509718
-16.3,18,4.660846
-10.45,3,4.663175
-11.65,4,4.666174
-10.95,3,4.66827
-13.35,11,4.676629
-13.75,7,4.681855
-10.35,3,4.683936
-10.35,3,4.686175
-12.5,6,4.690815
-11.2,4,4.69386
-12.05,7,4.699028
-10.3,2,4.700396
-12.1,10,4.707665
-11.5,9,4.714262
-10.2,2,4.715652
-17.7,21,4.730975
-11.3,9,4.737423
-11.55,7,4.742264
-11.95,7,4.747449
-11.05,4,4.885829
-11.05,3,4.888453
-13.6,10,4.895877
-11.25,6,4.900003
-0.05,3,4.902185
-11.65,7,4.907279
-11.3,10,4.914716
-12.1,12,4.923457
-10.4,2,4.924825
-16.4,13,4.934212
-11.1,5,4.93811
-11.75,6,4.94222
-13.75,10,4.949333
-12.7,9,4.955918
-10.15,3,4.958179
2.3,22,4.974193
-11.8,6,5.114518
-12.55,8,5.120246
-15.4,13,5.130421
-16.0,13,5.139994
-11.5,4,5.143374
-13.25,6,5.148205
-14.5,13,5.15758
-13.9,13,5.167423
-12.0,9,5.174484
-12.3,5,5.17806
-11.5,4,5.181334
-11.2,4,5.184176
-11.3,5,5.188406
-10.45,3,5.190495
-10.55,2,5.191892
-12.8,9,5.198414
-10.4,2,5.199882
-11.6,6,5.204387
-10.75,3,5.206443
-12.5,6,5.348055
-11.65,7,5.352958
-14.2,10,5.360261
-11.3,5,5.363827
-21.7,33,5.387576
-11.95,7,5.39236
-11.2,4,5.395649
-10.65,3,5.397731
-12.4,8,5.403288
-12.1,12,5.411919
-10.65,3,5.4142
-12.45,7,5.419147
-10.65,3,5.421513
-10.75,4,5.424421
-1.15,8,5.430575
-11.75,7,5.435396
-11.0,4,5.438456
-11.35,3,5.581044
-14.2,13,5.590436
-10.75,4,5.593169
-11.1,5,5.597255
-11.65,10,5.60442
-12.65,7,5.609287
-12.4,8,5.61515
-13.15,7,5.620021
-11.7,9,5.62652
-12.3,13,5.636057
-11.35,7,5.641268
-12.1,9,5.64795
-12.1,8,5.654085
-10.45,3,5.656339
-12.0,6,5.660865
-14.05,11,5.669043
-13.3,10,5.813806
-10.75,3,5.815892
-11.35,7,5.821155
-15.2,14,5.831798
-13.2,10,5.839231
-11.05,3,5.841254
-11.15,7,5.846614
-11.5,5,5.85008
-12.8,8,5.856044
-0.8,6,5.860533
-11.35,8,5.866441
-14.55,8,5.872136
-12.25,7,5.877132
-12.1,8,5.882974
-10.75,4,5.886041
-10.4,4,5.889318
-11.3,5,5.892766
-11.5,9,5.899485
-13.6,9,6.042732
-10.3,2,6.044153
-10.25,3,6.046439
-10.45,4,6.049232
-3.2,12,6.057808
-10.9,5,6.06123
-0.15,4,6.064467
-10.9,4,6.067142
-10.3,4,6.069988
-11.9,5,6.073536
-10.9,5,6.077147
-13.8,9,6.08403
-11.3,5,6.087754
-0.75,7,6.092764
-11.7,5,6.096769
-11.0,6,6.100806
-12.1,8,6.106787
-10.6,4,6.109562
-1.45,9,6.115968
-11.2,4,6.118763
-10.85,2,6.120329
-11.35,6,6.125102
-12.7,10,6.132694
-10.9,4,6.273979
-11.2,4,6.277116
-10.7,5,6.280759
-10.65,2,6.282186
-13.75,11,6.290138
-18.8,16,6.301325
-11.65,7,6.306661
-1.4,9,6.313103
-10.25,3,6.315183
-11.65,4,6.317915
-12.95,10,6.325186
-12.05,6,6.329865
-10.9,4,6.332739
-12.0,9,6.33919
-11.8,4,6.341953
-12.1,12,6.350773
-10.55,3,6.352831
-10.85,3,6.354985
-10.15,2,6.356558
-11.45,7,6.36148
-11.55,6,6.365912
-10.25,2,6.503561
-10.15,2,6.505112
-10.85,7,6.510196
-13.15,15,6.52158
-14.1,13,6.531115
-13.85,11,6.539142
-11.65,7,6.570663
-10.95,3,6.572872
-12.3,5,6.576451
-12.5,9,6.58343
-12.45,8,6.589324
-11.0,8,6.594893
-0.5,6,6.599909
-11.25,6,6.604547
-10.35,3,6.606609
-13.1,8,6.612496
-10.75,3,6.614598
-14.4,13,6.763484
-13.7,13,6.77309
-11.9,10,6.78035
-11.85,6,6.784648
-10.25,2,6.786078
-13.55,14,6.796389
-10.75,4,6.799234
-11.75,7,6.804168
-10.45,2,6.805929
-12.1,8,6.811508
-0.85,7,6.816865
-13.3,9,6.823575
-10.6,2,6.824999
-11.05,7,6.830438
-10.45,4,6.833359
-14.55,14,6.84341
-10.1,2,6.844781
-10.3,2,6.846749
-11.8,9,6.852956
-13.55,11,6.998695
-16.3,10,7.006289
-14.35,11,7.014487
-12.5,5,7.018013
-12.8,12,7.026742
-11.8,4,7.029853
-0.15,4,7.032553
-11.2,9,7.039455
-10.85,6,7.04372
-11.75,8,7.049797
-11.25,6,7.054265
-10.85,3,7.056581
-11.95,7,7.061361
-10.55,3,7.063822
-12.45,8,7.069627
-12.25,6,7.074091
-11.35,4,7.076961
-10.55,3,7.079475
-13.4,9,7.085929
-14.45,12,7.231507
-11.1,5,7.234963
-10.95,3,7.23748
-12.55,7,7.242311
-11.75,6,7.247058
-11.9,5,7.250678
-11.95,7,7.255865
-11.8,9,7.262499
-10.8,6,7.266835
-11.85,6,7.271533
-12.2,9,7.277777
-10.5,2,7.279446
-13.25,6,7.283648
-13.15,7,7.28886
-10.8,5,7.292375
-10.45,4,7.295358
-11.65,4,7.298499
-10.5,5,7.3019
-11.35,6,7.306512
-11.65,4,7.309293
-10.15,2,7.310693
