#{"t_start": 1784203429.0307624, "env_id": "snake-image-v0"}
r,l,t
-11.55,6,0.823971
-6.7,25,0.841556
-17.25,27,0.860435
-20.25,35,0.885422
-22.35,24,0.90382
-11.5,4,0.906691
-39.0,53,1.243382
-5.2,72,1.29458
-11.35,4,1.297572
-11.05,4,1.300244
-12.3,9,1.445437
-13.0,13,1.454474
-22.4,28,1.474483
-12.45,7,1.479378
-16.45,26,1.497402
-19.45,28,1.517297
-11.3,5,1.520967
-10.9,8,1.526392
-11.05,3,1.528647
-7.55,36,1.691221
-0.8,9,1.697606
-1.7,8,1.703134
-18.55,19,1.716758
-13.7,16,1.728395
-13.25,18,1.741679
-11.65,4,1.744745
-22.25,39,1.912517
-16.3,18,1.925222
-19.45,24,1.942112
-13.35,14,1.9519
-12.2,8,1.95773
-3.8,17,1.970169
-12.75,19,1.983375
-11.6,5,1.986928
-18.2,21,2.139106
-13.6,13,2.148214
-19.65,35,2.172578
-16.75,19,2.186003
-18.5,21,2.200617
-15.45,23,2.216987
-18.95,23,2.371738
-13.15,7,2.376715
-10.9,5,2.380585
-3.0,10,2.38766
-14.15,19,2.401008
-15.35,11,2.408739
-13.45,19,2.422622
-16.7,21,2.437226
-15.8,14,2.44726
-20.05,24,2.601793
-11.05,4,2.605052
-14.95,20,2.619427
-11.05,6,2.623609
-10.1,2,2.625009
-11.05,4,2.62808
-2.25,15,2.638483
-18.3,69,2.825678
-1.6,9,2.832227
-12.5,9,2.838676
-15.15,15,2.849131
-12.0,5,2.852977
-14.35,7,2.857945
-14.7,17,2.869856
-2.8,10,2.876507
-3.45,10,2.883883
-11.5,9,2.890317
-15.15,20,2.904605
-11.25,3,3.04376
-18.55,19,3.057715
-11.4,8,3.063446
-12.3,8,3.069884
-19.25,19,3.08358
-10.45,6,3.08794
-14.8,12,3.09644
-10.75,4,3.099813
-0.45,4,3.103015
-15.7,20,3.116926
-10.45,3,3.118983
-12.7,10,3.126035
-1.25,7,3.13091
-11.2,4,3.133588
-15.0,16,3.283978
2.8,42,3.313589
-12.35,10,3.320533
-11.5,8,3.325964
-10.4,6,3.330272
-10.75,4,3.332936
-11.35,7,3.338028
-12.75,6,3.342029
-15.2,24,3.360979
-11.65,7,3.366008
-10.85,3,3.505298
-15.05,19,3.518991
-10.95,3,3.521158
-1.0,9,3.52721
-10.85,3,3.529495
-10.45,3,3.531733
-13.4,8,3.537166
-12.6,5,3.540766
-18.3,14,3.550908
-5.2,21,3.565485
-14.95,12,3.574147
-12.7,17,3.586344
-13.4,9,3.592632
-0.35,4,3.734534
-11.95,7,3.740036
-15.15,18,3.753729
-4.7,14,3.763737
-11.75,8,3.769283
-14.5,13,3.77874
-11.95,7,3.783511
-19.9,25,3.801477
4.5,25,3.819314
-4.95,23,3.971547
-16.2,22,3.987677
-11.15,8,3.993326
-10.1,2,3.994956
-11.35,6,3.999107
-11.95,7,4.00431
-12.25,7,4.009087
-10.15,2,4.010473
-11.4,8,4.016323
-11.05,7,4.021433
-12.5,5,4.024868
-10.65,2,4.026244
-14.8,17,4.03869
-10.75,4,4.041331
-12.95,7,4.04647
-12.1,12,4.194715
-11.0,6,4.198907
-10.4,2,4.200317
-11.5,5,4.203837
-12.1,4,4.206655
-17.1,28,4.226935
-1.55,12,4.235379
-12.3,5,4.239097
-15.4,22,4.255057
-12.05,6,4.259269
-10.75,7,4.264399
-12.1,8,4.270578
-13.65,11,4.278739
-14.95,10,4.285754
-12.5,6,4.42651
-17.85,30,4.448619
-10.3,2,4.449949
-12.7,5,4.453629
-12.9,8,4.459213
-10.55,3,4.461406
-10.55,2,4.462881
-12.85,7,4.46777
-12.3,9,4.47446
-11.0,5,4.478163
-5.55,23,4.494727
-15.7,13,4.503841
-10.6,4,4.506795
-11.4,9,4.513363
-10.6,2,4.514781
-12.35,8,4.658541
7.75,16,4.670564
-11.95,11,4.678914
-10.75,3,4.680972
-11.05,3,4.683053
-10.15,2,4.684484
-12.7,8,4.690622
-14.6,9,4.697412
-10.3,2,4.698797
-12.0,6,4.703218
-15.0,12,4.711792
-13.55,11,4.719986
-10.85,3,4.721966
-10.75,4,4.724756
-11.05,7,4.730115
-10.25,3,4.732192
-11.25,10,4.739221
-10.25,3,4.741411
-10.35,3,4.743547
-10.45,4,4.746583
-10.4,5,4.885643
-0.45,3,4.888336
-11.0,6,4.892453
-10.5,5,4.896396
-15.05,14,4.906395
-12.0,9,4.913124
-12.45,8,4.9187
-10.6,4,4.92184
-10.9,4,4.92472
-10.8,5,4.928333
-11.9,5,4.931976
-10.85,3,4.934055
-11.65,4,4.937245
-10.25,2,4.938629
-10.4,5,4.942093
-11.9,12,4.950667
-11.75,8,4.956535
-0.15,4,4.959325
-11.25,6,4.963581
-10.1,2,4.965001
-10.15,2,4.966687
-16.7,21,5.11783
-11.2,8,5.124132
-12.9,9,5.130883
-12.6,9,5.137724
-11.05,4,5.140997
-10.65,7,5.146596
-15.7,22,5.162839
-11.35,4,5.165821
-11.05,7,5.171371
-10.45,3,5.173617
-14.75,11,5.181821
-10.25,3,5.183977
-12.1,8,5.190283
-10.25,2,5.1917
-12.1,8,5.197532
-11.5,5,5.201111
-11.3,5,5.20485
-10.4,5,5.345737
-11.8,9,5.35208
-13.85,12,5.360687
-10.4,5,5.364297
-12.9,9,5.370617
-11.8,8,5.376167
-11.35,6,5.380767
-12.8,8,5.3867
-12.6,9,5.392815
-13.6,9,5.39957
-11.0,6,5.403898
-10.15,3,5.405902
-17.0,22,5.422188
-11.4,8,5.428301
-12.0,6,5.432454
-10.6,2,5.4338
-10.65,3,5.436023
-10.9,5,5.580165
-11.05,4,5.583016
-2.75,12,5.591563
-10.45,2,5.593019
-12.35,12,5.601785
-13.0,9,5.608405
-18.2,18,5.621583
-12.25,7,5.626346
-10.75,6,5.630887
-12.05,7,5.636047
-15.75,11,5.643927
-11.95,7,5.649479
-11.35,7,5.654723
-10.85,3,5.656831
-11.5,5,5.661019
-10.5,2,5.662609
-14.9,8,5.668176
-10.35,3,5.670533
-11.65,7,5.812925
-13.6,10,5.82028
-10.25,3,5.822439
-10.5,2,5.82413
-12.35,7,5.829556
-11.05,7,5.834559
-11.35,4,5.837501
-15.9,14,5.847802
-14.05,11,5.855858
-14.55,8,5.862143
-10.4,2,5.863536
-11.85,6,5.867611
-12.1,4,5.870515
-11.9,5,5.874164
-10.9,4,5.876942
-10.75,6,5.881396
-10.55,2,5.882775
-11.15,8,5.889124
-10.85,6,5.893214
-10.95,3,5.895841
-10.1,2,5.897254
-11.05,4,5.899964
-12.25,7,6.041859
-12.0,6,6.046276
-11.3,9,6.052487
-10.25,2,6.054189
-10.7,5,6.057609
-13.15,7,6.062858
-11.9,9,6.069109
-10.25,2,6.070575
-10.95,3,6.072652
-18.35,20,6.087561
-11.7,5,6.091178
-12.85,7,6.096565
-17.7,18,6.109474
-10.9,5,6.112944
-11.35,8,6.118605
-1.25,7,6.124241
-10.5,2,6.125734
-10.45,3,6.128094
-13.35,10,6.273847
-11.35,7,6.27914
-11.2,4,6.281987
-12.2,9,6.28854
-10.3,4,6.291418
-12.5,12,6.299711
-10.15,2,6.301102
-11.35,4,6.304367
-11.15,8,6.309806
-12.8,8,6.31563
-1.4,9,6.322251
-12.0,6,6.326768
-5.7,14,6.336897
-11.5,6,6.341072
-10.35,2,6.342507
-11.95,7,6.347863
-12.1,6,6.351964
-11.0,8,6.357751
-14.05,10,6.365028
-12.5,5,6.50492
-10.6,4,6.507938
-11.0,5,6.512013
-11.05,4,6.514844
-11.3,5,6.518255
-11.5,4,6.521366
-11.5,8,6.52712
-10.4,2,6.528842
-10.5,2,6.530233
-10.55,3,6.532316
-10.85,3,6.534586
-10.3,2,6.536042
-11.6,5,6.539708
-1.25,7,6.57124
-11.9,5,6.574843
-11.3,5,6.578889
-3.2,14,6.589235
-10.85,7,6.594028
-13.85,11,6.602776
-12.05,8,6.608488
-10.9,4,6.611615
-10.75,7,6.616543
-11.9,9,6.762635
-11.05,7,6.767581
-13.0,6,6.772208
-11.35,4,6.77505
-11.5,5,6.77874
-10.9,5,6.782216
-11.65,7,6.787546
-11.25,6,6.791791
-12.6,12,6.800418
-10.9,5,6.804338
-13.15,8,6.8099
-12.05,8,6.815999
-11.35,6,6.820578
-10.2,2,6.821974
-1.3,5,6.825678
-11.0,6,6.830243
-10.85,6,6.834526
-10.45,2,6.83603
-11.05,4,6.839041
-10.2,2,6.84041
-12.4,9,6.847246
-0.15,4,6.849988
-0.25,5,6.853889
-10.25,3,6.855973
-10.7,5,6.997097
-12.5,5,7.000882
-11.3,9,7.007511
-13.5,9,7.01433
-12.1,8,7.020337
-10.25,2,7.021726
-11.05,7,7.026709
-10.35,2,7.028239
-11.35,7,7.033039
-10.45,4,7.036405
-10.25,2,7.037809
-10.55,3,7.03997
-11.15,8,7.045926
-10.3,2,7.047467
-10.5,2,7.048932
-12.9,5,7.05243
-11.0,5,7.056409
-11.9,10,7.063656
-10.75,7,7.06876
-12.8,9,7.075293
-13.5,8,7.081359
-12.1,8,7.087307
-11.35,7,7.229155
-10.9,5,7.232719
-12.75,8,7.23868
-17.35,16,7.250521
-10.25,2,7.251901
-13.8,9,7.258569
-11.3,5,7.262286
-10.85,7,7.267381
-12.5,6,7.272027
-10.4,5,7.275432
-11.05,3,7.277713
-11.35,4,7.28062
-10.25,2,7.282032
-12.55,8,7.287984
-13.15,10,7.295367
-10.9,5,7.29897
-11.05,4,7.301751
-10.35,2,7.303331
-12.25,6,7.307702
-11.95,10,7.315036
-10.35,2,7.31645
-12.85,7,7.460634
-14.2,9,7.467206
-10.4,5,7.471339
-10.85,3,7.473693
-10.85,7,7.47895
-10.35,3,7.480953
-11.95,4,7.483774
-0.5,6,7.488294
-11.8,4,7.491106
-11.35,8,7.497072
-10.55,2,7.498462
-10.6,2,7.499929
-10.15,3,7.502014
-11.2,5,7.506009
-12.85,7,7.511052
-11.15,3,7.513629
-11.45,3,7.515717
-10.9,5,7.51917
-12.1,5,7.523023
-13.0,6,7.527335
-13.4,9,7.533934
-11.7,5,7.537706
-13.0,9,7.544091
-0.8,8,7.550009
-10.75,4,7.690378
-11.65,4,7.693702
-11.3,5,7.697721
-10.6,4,7.700825
-14.15,10,7.708459
-11.35,4,7.711508
-10.4,2,7.712958
-13.25,6,7.717234
-11.0,8,7.723006
-11.2,4,7.72594
-11.9,5,7.729801
-11.6,6,7.733917
-10.4,2,7.735509
-10.35,3,7.737859
-11.2,9,7.744816
-11.0,5,7.748304
-10.75,3,7.750742
-11.75,6,7.7554
-14.15,10,7.763109
-10.45,3,7.765304
-11.75,7,7.770489
-12.25,7,7.775263
-12.3,13,7.784717
-11.95,11,7.930069
-13.0,9,7.936872
-11.5,8,7.942301
-10.95,3,7.944833
-10.3,2,7.94623
-10.15,3,7.948392
-11.35,4,7.951248
-11.85,11,7.959093
-11.7,9,7.965582
-11.5,6,7.96981
-12.1,9,7.976338
-11.45,3,7.979011
-10.3,4,7.981754
-11.75,7,7.986948
-1.75,7,7.991695
-14.2,8,7.997711
-11.65,7,8.002777
-12.1,8,8.00852
-12.25,7,8.01375
-13.15,7,8.154643
-10.7,5,8.158204
-13.1,9,8.164749
-12.25,7,8.170276
-10.55,3,8.172343
-10.6,5,8.175971
-10.3,2,8.177369
-11.35,4,8.180497
-12.3,5,8.184377
-11.0,8,8.190159
-10.45,2,8.191563
-11.5,5,8.195493
-10.25,3,8.197622
-10.35,2,8.199001
-10.4,4,8.201832
-13.25,8,8.207571
-12.55,7,8.212606
-12.75,8,8.218236
-11.5,5,8.221914
-10.75,4,8.224673
-12.1,5,8.228871
-5.35,22,8.244164
-12.3,5,8.385432
-10.85,3,8.387946
-11.5,6,8.392315
-11.9,9,8.399062
-12.8,9,8.406149
-10.2,2,8.407545
-13.0,9,8.414455
-10.45,3,8.416755
-13.15,7,8.422323
-12.25,6,8.426697
-11.05,3,8.429353
-12.35,8,8.43515
-10.75,4,8.438348
-11.0,8,8.44479
-10.65,3,8.447185
-13.9,10,8.4547
-10.6,5,8.45842
-12.5,6,8.46309
-15.0,14,8.473432
-10.55,3,8.475551
-13.6,8,8.640265
-12.75,8,8.646988
-12.25,6,8.651172
-10.35,3,8.654006
-10.6,4,8.65701
-10.55,6,8.66186
-11.85,8,8.667663
-11.5,9,8.67426
-10.85,3,8.676424
-10.45,4,8.67973
-0.8,6,8.683966
-10.85,6,8.688905
-10.7,2,8.6903
-10.2,2,8.691725
-11.65,8,8.698025
-0.15,3,8.7001
-10.45,3,8.703043
-12.2,9,8.711102
-11.35,4,8.714415
-11.8,4,8.717778
-11.65,4,8.721215
-12.1,9,8.72914
-11.9,9,8.738094
-1.45,8,8.884607
-11.85,6,8.889462
-11.6,9,8.89623
-10.65,3,8.898579
-12.25,6,8.902615
-10.85,3,8.905347
-11.35,8,8.911644
-10.95,3,8.913778
-11.65,7,8.918898
-10.9,4,8.921995
-11.7,8,8.927693
-11.8,9,8.934556
-12.1,9,8.941602
-1.35,7,8.947038
-10.45,4,8.94982
-11.15,3,8.952055
-12.25,7,8.957332
-10.55,2,8.958991
-10.75,4,8.962283
-11.0,8,8.968049
-12.9,8,8.974186
-13.4,9,9.122259
-11.95,7,9.127712
-10.95,3,9.130264
-10.85,4,9.133343
-10.4,2,9.134768
-10.75,3,9.137391
-10.95,3,9.139795
-11.7,5,9.143485
-0.85,8,9.149578
-10.75,6,9.154838
-11.35,7,9.159812
-10.55,3,9.162482
-12.3,5,9.165903
-11.05,3,9.168329
-10.5,5,9.172335
-11.95,7,9.178699
-12.2,9,9.186677
-10.7,5,9.190887
-11.65,7,9.196617
-11.05,7,9.201648
-11.5,4,9.204893
-10.45,4,9.207725
-10.45,3,9.20996
