#{"t_start": 1784203429.031204, "env_id": "snake-image-v0"}
r,l,t
-32.75,59,0.860904
-16.4,16,0.872291
-11.15,8,0.878128
-11.4,9,0.8843
-4.65,20,0.899729
-10.45,4,0.90266
-28.1,71,1.252523
-21.25,19,1.265733
-2.55,18,1.278292
-10.15,2,1.279863
-11.05,3,1.281963
-11.3,9,1.28847
-13.95,11,1.296413
-12.7,5,1.299842
-12.5,14,1.448357
-3.65,16,1.459463
-10.4,2,1.461323
-26.25,58,1.502158
-17.85,39,1.529724
-14.05,15,1.677489
-13.2,8,1.682985
-10.25,4,1.685896
-10.65,3,1.68788
-22.25,31,1.709802
-28.25,60,1.754084
-18.3,29,1.914201
9.95,4,1.917146
-16.75,14,1.927303
-12.0,42,1.956565
-13.35,10,1.963777
-16.45,20,1.978196
-18.35,20,2.129596
-11.7,5,2.133031
-14.15,6,2.137302
-12.95,7,2.142181
-0.05,3,2.144462
-15.55,34,2.167572
-12.1,4,2.170806
-10.95,3,2.172838
-11.25,7,2.177969
-11.65,7,2.18283
-10.75,6,2.187123
-16.1,24,2.204038
-10.85,3,2.206012
-0.95,10,2.213268
-12.95,11,2.358937
-13.85,8,2.364931
-11.5,4,2.367615
-13.65,11,2.375597
-12.65,11,2.38343
-11.55,4,2.386542
-16.7,17,2.398323
-22.05,31,2.420856
-11.9,12,2.429015
-13.65,11,2.436826
-4.9,25,2.591574
-14.8,12,2.600595
-10.25,4,2.603927
-18.7,26,2.622494
-10.3,2,2.6239
-11.15,3,2.625964
-12.25,4,2.62902
-3.6,18,2.641554
-13.3,13,2.650794
-13.05,12,2.659406
-11.75,6,2.663771
-11.65,4,2.6665
-12.85,7,2.671467
-11.35,7,2.814536
-12.95,11,2.82255
-29.4,40,2.85084
-0.15,4,2.853925
-12.55,8,2.859508
-10.45,2,2.861017
-10.85,7,2.865812
-10.45,2,2.867215
-13.85,14,2.876762
-13.5,9,2.88347
3.85,21,2.89807
-14.65,23,3.052564
-16.3,17,3.064447
-10.35,2,3.066424
-10.75,6,3.070854
-18.65,24,3.08837
-2.7,12,3.096717
-2.45,12,3.105979
-12.55,7,3.111074
-12.55,7,3.115814
-14.5,10,3.122822
-10.55,3,3.124908
-15.85,12,3.133185
-12.35,12,3.28093
-11.6,6,3.284892
-14.2,17,3.297214
-9.6,38,3.323541
-26.85,47,3.358364
-20.1,18,3.508221
-10.15,2,3.509615
-10.1,2,3.51159
-0.7,9,3.517849
-15.1,17,3.529753
-13.6,10,3.53675
-11.5,6,3.541046
-11.95,7,3.546171
-11.35,7,3.551155
-10.75,7,3.55613
-10.45,2,3.557501
-15.25,11,3.565092
-10.6,5,3.5688
-2.8,13,3.578027
-10.7,5,3.58157
-10.35,2,3.582932
-13.3,10,3.590195
-14.0,16,3.741132
-12.1,8,3.74718
-2.8,13,3.756743
-4.35,19,3.77035
-2.4,14,3.780357
-10.25,4,3.783109
-10.65,3,3.78517
-10.85,3,3.787448
-3.9,18,3.800359
-10.55,2,3.80189
-10.05,2,3.803391
-11.35,3,3.805446
-13.45,10,3.812404
-14.2,9,3.818911
-11.6,12,3.963139
-11.2,6,3.967387
-12.75,8,3.973235
-13.05,14,3.98353
-13.75,11,3.991462
-13.7,14,4.001426
-10.85,3,4.003907
-14.15,12,4.012483
-10.85,2,4.013839
-12.3,10,4.021031
-10.35,2,4.022384
-12.55,15,4.033084
-10.35,2,4.034441
-10.45,3,4.036693
-13.35,12,4.04535
-16.35,18,4.197725
-15.3,17,4.209638
-10.8,5,4.213372
-12.25,7,4.218346
-6.7,26,4.237302
-12.1,5,4.240983
-11.5,5,4.244437
-11.2,4,4.247338
-14.75,11,4.255354
-13.7,9,4.261953
-10.95,3,4.263994
-11.3,8,4.270178
-15.05,15,4.281235
-15.0,9,4.42399
-15.0,8,4.429857
-14.05,12,4.438654
-11.05,3,4.44075
-11.75,7,4.445977
-11.0,6,4.450215
-11.15,8,4.456114
-11.75,8,4.461721
-11.4,5,4.465352
-2.7,17,4.47776
-12.2,12,4.486342
-11.65,4,4.489029
-11.05,3,4.491302
-11.2,4,4.494314
-11.05,6,4.498581
-10.85,3,4.500619
-12.7,12,4.509069
-12.4,9,4.653554
-11.0,6,4.658142
-10.5,5,4.661883
-11.5,4,4.664881
-11.75,6,4.669388
-2.1,5,4.673108
-11.5,4,4.676005
-11.3,9,4.682643
-15.05,18,4.696298
-12.6,9,4.702815
-11.65,4,4.70563
-11.8,9,4.71223
-11.05,6,4.716464
-12.95,10,4.723619
-12.35,7,4.728957
-11.65,4,4.731787
-10.95,3,4.733838
-11.35,7,4.738817
-10.95,3,4.740995
-10.85,3,4.743131
-11.8,9,4.885231
-0.5,4,4.888618
-11.7,5,4.89204
-12.0,9,4.898711
-13.05,15,4.909703
-12.1,8,4.915568
-2.1,8,4.921438
-10.35,2,4.922804
-10.1,2,4.924333
-12.55,8,4.930181
-11.35,4,4.932932
-12.45,11,4.940908
-10.75,4,4.943907
-11.5,8,4.949552
-11.15,7,4.954621
-10.05,2,4.956134
-13.15,7,4.961145
-11.5,4,4.963896
-14.05,10,4.971477
-10.75,3,4.973573
-12.85,7,5.114561
-11.05,7,5.11977
-12.55,7,5.125173
-10.2,2,5.126631
-2.2,16,5.138729
-10.6,2,5.140597
-10.95,3,5.143042
-12.85,7,5.148272
-11.5,8,5.154183
-11.05,3,5.156269
