#{"t_start": 1784226815.7663043, "env_id": "snake-v0"}
r,l,t
9.68,35,0.973211
-10.29,30,1.052123
-10.12,13,1.06217
-10.08,9,1.096945
-10.01,2,1.098488
-10.16,17,1.141279
-10.02,3,1.143859
-10.12,13,1.182551
-10.19,20,1.226658
-10.03,4,1.257372
-10.08,9,1.264718
-0.35,37,1.348438
-10.27,28,1.425277
-10.05,6,1.457495
-10.21,22,1.507249
-10.08,9,1.545346
-10.43,44,1.639417
-10.1,11,1.677742
-10.51,52,1.805681
-10.88,89,2.046482
-10.35,36,2.137427
-10.19,20,2.183351
-10.59,60,2.351516
-2.66,268,3.056793
-10.2,21,3.10065
-1.14,116,3.385852
-11.08,109,3.691406
-12.0,201,4.221233
-2.19,221,4.79111
-10.79,80,5.349539
-12.0,201,5.836341
-12.0,201,6.37472
-12.0,201,6.869036
-10.71,72,7.07257
-10.45,46,7.192718
7.35,268,7.877816
-10.1,11,7.914973
6.43,360,8.832674
-11.77,178,9.271344
-2.17,219,10.138909
-12.0,201,10.658389
-12.0,201,11.153197
-12.0,201,11.66942
-12.0,201,12.190141
-12.0,201,12.685214
-10.23,24,12.75951
-10.06,7,12.764727
-10.84,85,12.969231
-1.35,137,13.324351
6.41,362,14.578137
-10.06,7,14.583323
-12.0,201,15.100085
-12.0,201,15.591344
7.71,232,16.185562
-2.28,230,16.750368
-3.42,344,17.623181
27.8,225,18.519939
8.44,159,18.916147
-3.12,314,19.684513
18.46,158,20.083438
-12.0,201,20.599196
5.73,430,21.652487
18.65,139,22.007927
-12.0,201,22.80841
-12.0,201,23.296264
-2.01,203,23.841363
-10.88,89,24.081424
17.39,265,24.732254
19.16,88,24.972033
7.53,250,25.587971
-10.31,32,25.668011
7.41,262,26.626386
-0.55,57,26.753306
-2.16,218,27.304742
7.87,216,27.832056
-11.69,170,28.266715
19.03,101,28.511372
-2.22,224,29.069099
-2.24,226,29.63059
28.76,129,29.949104
9.73,30,30.027729
-2.16,218,30.939379
18.61,143,31.318177
-2.1,212,31.841982
-10.23,24,31.91725
-12.0,201,32.404852
19.12,92,32.640498
19.27,77,32.838741
-0.88,90,33.045498
-0.93,95,33.285011
8.03,200,33.798046
6.38,365,34.718313
19.25,79,35.28762
-0.06,8,35.293726
-12.0,201,35.805827
7.33,270,36.457823
-10.41,42,36.572206
-12.0,201,37.088531
-1.96,198,37.573241
-12.0,201,38.092162
-12.0,201,38.586102
-12.0,201,39.448776
-12.0,201,39.935557
19.56,48,40.055203
-2.34,236,40.653052
-10.1,11,40.689117
-12.0,201,41.178093
7.29,274,41.861795
-2.47,249,42.514765
19.09,95,42.752376
-0.8,82,42.957253
-0.12,14,42.997603
5.95,408,44.292403
17.7,234,44.884864
-11.55,156,45.280371
-10.02,3,45.282526
28.2,185,45.755398
18.58,146,46.119027
19.44,60,46.251436
-10.05,6,46.285014
-2.35,237,46.904861
-10.42,43,46.997574
28.61,144,47.360207
-10.02,3,47.362719
-3.12,314,48.462351
-2.05,207,48.990354
-2.0,202,49.52629
-2.39,241,50.145545
-2.81,283,50.854147
19.03,101,51.148773
19.27,77,51.360638
-12.0,201,52.222759
-10.18,19,52.267698
19.37,67,52.433159
18.53,151,52.832042
-12.0,201,53.318603
19.79,25,53.394291
-12.0,201,53.915999
-2.27,229,54.482706
-12.0,201,54.969347
-12.0,201,55.481952
18.68,136,55.834705
-11.35,136,56.466824
18.28,176,56.909721
7.57,246,57.516163
18.89,115,57.827093
19.19,85,58.033822
-12.0,201,58.518416
7.17,286,59.239656
-2.41,243,59.872443
18.71,133,60.197722
-2.01,203,60.956139
-2.31,233,61.524246
-2.29,231,62.119905
18.6,144,62.476496
28.59,146,62.837781
-2.03,205,63.326941
-1.04,106,63.599775
19.69,35,63.682765
-0.4,42,63.798392
9.32,71,63.964453
19.12,92,64.209651
18.42,162,64.949977
19.17,87,65.18474
19.08,96,65.430066
-12.0,201,65.915873
