#{"t_start": 1784226815.7667067, "env_id": "snake-v0"}
r,l,t
-10.21,22,0.934397
-10.05,6,0.938755
-10.36,37,1.051765
-10.02,3,1.05404
-0.08,10,1.061797
-10.07,8,1.095756
-10.04,5,1.099623
-10.37,38,1.215667
-10.05,6,1.220814
-10.33,34,1.302698
-10.17,18,1.344293
-10.06,7,1.377585
-10.01,2,1.379119
9.5,53,1.507659
-0.05,7,1.513215
-10.14,15,1.556423
-10.02,3,1.589172
-10.1,11,1.597864
-10.15,16,1.639047
-10.16,17,1.68208
-10.57,58,1.841815
-2.42,244,2.478556
-1.55,157,2.885015
19.3,74,3.094903
7.57,246,3.730493
-10.11,12,3.768568
-2.14,216,4.310255
-12.0,201,4.833972
-12.0,201,5.679602
-0.39,41,5.794381
-12.0,201,6.331519
-12.0,201,6.821689
6.58,345,7.739171
-12.0,201,8.241193
-10.81,82,8.441289
-12.0,201,8.95563
-11.35,136,9.619422
-12.0,201,10.134019
7.29,274,10.828095
-12.0,201,11.344097
-2.6,262,11.995169
-12.0,201,12.518469
-2.05,207,13.037858
-12.0,201,13.525416
18.77,127,14.184215
-12.0,201,14.698183
-2.07,209,15.219597
-12.0,201,15.712357
-12.0,201,16.226617
-10.28,29,16.305395
-12.0,201,16.791238
-12.0,201,17.305477
-11.41,142,17.663943
-10.47,48,17.783414
-3.2,322,18.918393
-12.0,201,19.407033
-12.0,201,19.921426
-12.0,201,20.408275
-11.09,110,20.687897
-0.37,39,20.800162
-10.24,25,20.848455
-12.0,201,21.36342
-2.02,204,21.880013
-12.0,201,22.653458
-1.2,122,22.968748
-10.67,68,23.13194
-2.09,211,23.671563
-12.0,201,24.204814
-10.93,94,24.444726
-12.0,201,24.938969
18.94,110,25.220101
-2.74,276,25.911564
18.81,123,26.228604
6.33,370,27.427701
-12.0,201,27.944635
-10.11,12,27.953699
-12.0,201,28.468937
-10.35,36,28.553058
-10.15,16,28.591996
-3.5,352,29.467759
-0.57,59,29.625517
-12.0,201,30.138728
-1.39,141,30.82395
-10.42,43,30.940556
-12.0,201,31.474496
18.51,153,31.842352
-12.0,201,32.359444
-12.0,201,32.845334
-1.88,190,33.322955
-12.0,201,33.837021
19.02,102,34.083939
7.45,258,34.725288
-0.34,36,35.177464
-2.26,228,35.766747
-12.0,201,36.255162
-2.23,225,36.816881
-12.0,201,37.330907
-10.42,43,37.447169
-10.73,74,37.615729
19.25,79,37.817162
-10.4,41,37.932204
-11.14,115,38.219981
-11.56,157,38.619429
9.35,68,38.782206
-10.09,10,38.817652
-12.0,201,39.652999
-2.38,240,40.254079
-2.34,236,40.852454
18.76,128,41.173084
-10.25,26,41.248911
-12.0,201,41.736447
-12.0,201,42.257997
-12.0,201,42.755807
-10.11,12,42.794438
-10.28,29,42.872719
-2.2,222,43.700606
7.64,239,44.322978
-2.22,224,44.879386
18.95,109,45.12922
19.09,95,45.366031
-10.18,19,45.435275
-0.41,43,45.524212
-2.04,206,46.04343
18.76,128,46.371034
28.99,106,46.654659
-10.15,16,46.696394
-12.0,201,47.197675
-10.72,73,47.394391
19.08,96,47.925793
-10.09,10,47.934223
-12.0,201,48.4612
-2.66,268,49.152438
-10.5,51,49.278624
-1.13,115,49.574879
-2.08,210,50.111015
7.68,235,50.72594
7.41,262,51.411879
-10.06,7,51.445097
-2.39,241,52.425095
7.75,228,52.993886
18.92,112,53.273768
18.85,119,53.591582
-11.52,153,53.963024
-1.99,201,54.479446
-10.18,19,54.522058
-10.39,40,54.6074
18.61,143,54.966551
7.12,291,55.68552
-0.27,29,55.762757
19.25,79,55.962771
-2.3,232,56.865876
-2.55,257,57.508128
19.01,103,57.754697
-12.0,201,58.272214
7.62,241,58.868761
7.52,251,59.510771
19.21,83,59.71517
-2.15,217,60.242341
-10.32,33,60.322093
18.85,119,60.878968
-2.03,205,61.398071
-12.0,201,61.883984
7.24,279,62.596441
7.31,272,63.276369
18.04,200,63.759947
-10.24,25,63.834527
29.82,23,63.879614
-10.81,82,64.088775
-0.37,39,64.204263
19.54,50,64.327653
29.17,88,64.870981
-12.0,201,65.392027
19.26,78,65.589844
18.46,158,65.986961
-12.0,201,66.474409
-12.0,201,66.988417
-10.21,22,67.033448
-12.0,201,67.556592
-12.0,201,68.045327
6.84,319,69.043399
19.37,67,69.207241
-2.89,291,69.955492
18.02,202,70.443194
18.88,116,70.726514
19.25,79,70.926578
28.29,176,71.367192
19.55,49,71.486202
7.16,287,72.207112
-12.0,201,72.722966
-12.0,201,73.58628
6.99,304,74.345895
8.71,132,74.698429
-2.84,286,75.4242
7.57,246,76.032968
18.51,153,76.425838
9.1,93,76.637793
19.2,84,76.870955
27.2,285,77.865511
-3.73,375,78.823327
7.54,249,79.432422
29.24,81,79.6334
-12.0,201,80.145772
18.05,199,80.632387
-0.9,92,80.870408
17.15,289,81.92296
-12.0,201,82.440626
18.72,132,82.763929
7.03,300,83.52053
-12.0,201,84.005664
19.5,54,84.15647
18.4,164,84.560134
-12.0,201,85.075853
19.05,99,85.318128
-12.0,201,86.112271
