#{"t_start": 1784226815.766492, "env_id": "snake-v0"}
r,l,t
-10.51,52,1.014044
-10.1,11,1.022638
-10.07,8,1.056436
-10.04,5,1.060359
-10.18,19,1.103203
-10.21,22,1.17849
-10.02,3,1.180824
-10.11,12,1.218599
-10.01,2,1.220138
-10.07,8,1.226505
-0.08,10,1.262294
-0.26,28,1.338905
-0.04,6,1.343697
-10.24,25,1.418207
-10.37,38,1.507838
-10.68,69,1.682257
-10.21,22,1.757562
-10.43,44,1.848413
-10.2,21,1.920271
-10.11,12,1.958311
-0.84,86,2.178562
-10.01,2,2.180279
-11.73,174,2.637405
-2.23,225,3.219717
-12.0,201,3.765471
-12.0,201,4.268267
-0.54,56,4.425388
-11.02,103,4.676327
-1.1,112,5.315763
-11.56,157,5.713552
-12.0,201,6.22266
-12.0,201,6.738697
-12.0,201,7.272129
18.85,119,7.572907
-2.08,210,8.116406
-12.0,201,8.63474
-12.0,201,9.118799
-10.18,19,9.161538
-2.68,270,10.178052
9.15,88,10.415501
-1.58,160,10.82417
-12.0,201,11.312737
17.52,252,11.955831
-10.22,23,12.02957
-2.63,265,12.684117
18.98,106,12.960682
-2.62,264,13.946483
-12.0,201,14.461386
-3.27,329,15.267741
-11.66,167,15.707339
18.9,114,15.988129
-12.0,201,16.475781
-12.0,201,16.990425
-10.86,87,17.194194
-12.0,201,17.708529
-10.74,75,18.241994
9.48,55,18.365904
-10.2,21,18.411526
-12.0,201,18.922288
-12.0,201,19.438566
-2.12,214,19.963145
29.08,97,20.203578
-10.12,13,20.241317
-12.0,201,20.729306
-11.23,124,21.045274
19.79,25,21.119906
6.98,305,21.882445
19.38,66,22.330786
-11.0,101,22.575198
-12.0,201,23.089771
-12.0,201,23.584734
19.21,83,23.835894
-10.74,75,24.00808
-2.02,204,24.530703
6.04,399,25.545268
-1.08,110,25.826144
-10.02,3,25.828508
-12.0,201,26.625161
-10.14,15,26.636914
-3.27,329,27.465508
-2.23,225,28.028926
18.92,112,28.308685
-12.0,201,28.823954
-12.0,201,29.307024
-10.18,19,29.348961
-0.2,22,29.422024
-12.0,201,29.908252
7.53,250,30.900551
-10.26,27,30.976502
18.84,120,31.282039
-12.0,201,31.797007
-11.72,173,32.237195
-10.02,3,32.239445
17.92,212,32.761702
-10.88,89,32.995847
-12.0,201,33.482342
19.12,92,33.719079
-1.37,139,34.077154
-10.17,18,34.119373
9.76,27,34.168455
17.84,220,34.724047
-2.56,258,35.73311
-11.59,160,36.134918
7.1,293,36.887557
-12.0,201,37.373005
19.6,44,37.489701
-12.0,201,37.980748
28.97,108,38.263806
-12.0,201,38.779387
-12.0,201,39.614759
-2.01,203,40.131128
-10.32,33,40.213527
-10.55,56,40.366503
18.77,127,40.657958
-2.6,262,41.332672
-1.5,152,41.698244
7.34,269,42.395926
19.46,58,42.552203
-2.36,238,43.168916
-2.49,251,44.050236
-10.24,25,44.124619
-11.91,192,44.605838
19.3,74,44.799129
7.39,264,45.441472
-12.0,201,45.956851
18.87,117,46.245531
19.37,67,46.412288
19.66,38,46.498333
9.46,57,46.658444
-0.72,74,46.864486
-2.13,215,47.397638
-0.89,91,47.925225
-2.26,228,48.500586
7.72,231,49.079041
17.59,245,49.739215
-12.0,201,50.239732
-12.0,201,50.766515
19.19,85,50.977701
-0.82,84,51.202267
-0.18,20,51.280134
-2.49,251,52.26907
18.38,166,52.707905
-0.09,11,52.716489
28.88,117,53.031018
-10.24,25,53.077089
19.5,54,53.229776
-10.09,10,53.237339
-12.0,201,53.759017
-12.0,201,54.247908
-10.63,64,54.409156
-10.64,65,54.59799
7.81,222,55.129139
-11.87,188,55.601316
-12.0,201,56.11848
-2.41,243,57.030981
-12.0,201,57.516758
7.84,219,58.076753
-12.0,201,58.58886
7.41,262,59.236626
-12.0,201,59.754341
-2.48,250,60.604412
-0.24,26,60.68028
-0.12,14,60.718961
-12.0,201,61.205907
-10.08,9,61.240608
-11.38,139,61.598161
-10.12,13,61.608003
-12.0,201,62.1248
-12.0,201,62.636081
9.26,77,62.80619
38.66,140,63.162521
-3.21,323,63.963531
-12.0,201,64.487777
-12.0,201,65.315603
-3.7,372,66.267949
-2.06,208,66.787681
19.04,100,67.031322
9.45,58,67.193388
-12.0,201,67.682429
-12.0,201,68.199854
-10.26,27,68.248127
9.43,60,68.403657
-10.43,44,68.519423
18.85,119,69.005107
-10.08,9,69.039951
19.46,58,69.167035
18.9,114,69.475393
6.93,310,70.241607
7.45,258,70.882686
-12.0,201,71.398593
17.52,252,72.00899
-10.28,29,72.086421
-2.17,219,72.641707
-12.0,201,73.506613
19.42,62,73.664698
18.07,197,74.176716
-10.15,16,74.215848
7.62,241,74.819628
-11.16,117,75.101214
7.92,211,75.631273
18.24,180,76.078295
-12.0,201,76.592885
28.28,177,77.038283
-10.18,19,77.082011
-12.0,201,77.899251
-0.31,33,77.979945
6.29,374,78.908606
-12.0,201,79.425656
-12.0,201,79.912627
-1.97,199,80.423618
-12.0,201,80.912416
19.07,97,81.150966
29.36,69,81.343428
18.84,120,81.962465
-10.84,85,82.195291
-2.15,217,82.725088
18.94,110,83.002405
7.15,288,83.722548
18.59,145,84.082041
17.16,288,84.802588
17.64,240,85.402373
28.37,168,86.142922
-10.91,92,86.351472
18.51,153,86.746761
38.84,122,87.063925
28.08,197,87.553679
-2.36,238,88.149043
17.99,205,88.668947
-0.61,63,88.800538
28.55,150,89.192832
18.83,121,89.47966
-12.0,201,90.205391
19.14,90,90.441742
19.3,74,90.612362
29.42,63,90.771846
-12.0,201,91.289474
-11.42,143,91.650323
-10.08,9,91.657342
19.13,91,91.891983
28.73,132,92.218898
18.58,146,92.587906
-2.09,211,93.106977
39.11,95,93.34443
