#{"t_start": 1784230683.8865895, "env_id": "snake-image-v0"}
r,l,t
-10.05,6,0.798606
-10.08,9,0.804561
-10.07,8,0.810222
-10.14,15,0.820469
-0.37,39,0.846977
-10.01,2,0.84834
-10.39,40,0.87568
-10.13,14,1.169809
-10.05,6,1.173697
-10.06,7,1.17853
-10.04,5,1.181903
-10.48,49,1.21633
-0.34,36,1.241019
-10.02,3,1.243174
-10.11,12,1.251098
-10.04,5,1.25437
-10.17,18,1.39638
-10.04,5,1.399534
-10.1,11,1.406837
-0.18,20,1.420306
-10.03,4,1.422939
-10.01,2,1.424382
-10.24,25,1.440876
-10.05,6,1.445192
-10.05,6,1.44894
-10.19,20,1.462529
-10.07,8,1.468503
-10.31,32,1.620297
-10.18,19,1.632837
-10.12,13,1.641619
-10.04,5,1.645096
-10.19,20,1.658117
-10.47,48,1.820552
-10.02,3,1.822563
-0.08,10,1.829201
-10.05,6,1.832932
-10.12,13,1.841826
-10.11,12,1.85015
-0.36,38,1.875831
-10.1,11,1.882976
-10.06,7,1.887698
-10.13,14,1.896957
-10.02,3,1.898884
-10.03,4,1.901694
-10.01,2,2.032518
-0.19,21,2.046798
-10.28,29,2.066465
-10.04,5,2.070139
-10.03,4,2.072931
-10.02,3,2.074918
-10.19,20,2.08882
-10.16,17,2.100052
-10.05,6,2.104014
-10.44,45,2.266456
-10.04,5,2.270115
-10.09,10,2.277085
-10.36,37,2.301872
-10.23,24,2.317995
-10.14,15,2.328143
-10.1,11,2.335528
-10.01,2,2.336819
-10.03,4,2.468727
-10.42,43,2.497012
-10.16,17,2.508205
-10.15,16,2.51908
-10.15,16,2.529772
-10.47,48,2.693505
-10.16,17,2.706323
-10.28,29,2.725934
9.45,58,2.769467
-10.07,8,2.77645
-10.03,4,2.918047
-10.43,44,2.948852
-10.15,16,2.960131
-10.47,48,2.993217
-10.59,60,3.168953
-1.19,121,3.398039
-11.36,137,3.65304
-10.2,21,3.667144
-10.36,37,3.69192
-1.4,142,3.924095
-10.83,84,4.13456
-10.24,25,4.16002
-10.77,78,4.365061
-10.68,69,4.438447
-10.18,19,4.587891
-11.02,103,4.655501
-10.05,6,4.659727
-10.23,24,4.80653
-11.62,163,5.043729
-12.0,201,5.306463
-10.26,27,5.454767
-10.77,78,5.506526
-2.58,260,5.942547
-10.84,85,6.128259
-12.0,201,6.948839
-1.2,122,7.040372
-10.38,39,7.211534
-12.0,201,7.49048
-10.63,64,7.670413
-12.0,201,7.965828
-10.1,11,8.112679
-10.2,21,8.126785
-3.69,371,8.771807
-12.0,201,9.034441
6.61,342,9.653872
-0.88,90,9.841151
-12.0,201,10.103182
-2.0,202,10.495311
-12.0,201,10.763039
-12.0,201,11.157359
-12.0,201,11.430813
-10.5,51,11.597549
-12.0,201,11.864517
-12.0,201,12.689977
-12.0,201,12.950581
-11.84,185,13.34721
-10.86,87,13.588289
-12.0,201,13.865279
-12.0,201,14.282226
-12.0,201,14.552579
-10.41,42,14.717623
-12.0,201,15.004034
-12.0,201,15.409966
-12.0,201,15.694671
-3.87,389,16.372069
-12.0,201,16.78582
-11.46,147,17.012164
-12.0,201,17.403575
-12.0,201,17.667688
-12.0,201,18.488067
-2.28,230,18.900844
-12.0,201,19.164184
-2.51,253,19.597201
-11.86,187,19.979679
-12.0,201,20.265199
-11.34,135,20.504934
-2.17,219,20.944769
-2.92,294,21.398125
-12.0,201,21.808937
-10.06,7,21.813869
-11.02,103,22.02351
-2.12,214,22.302726
-1.83,185,22.690959
-12.0,201,22.962673
-12.0,201,23.373648
-12.0,201,23.769931
-12.0,201,24.448666
-12.0,201,24.839252
-10.12,13,24.847775
-3.28,330,25.33989
-11.4,141,25.565289
8.64,139,25.91763
-10.11,12,25.92563
-12.0,201,26.194909
-1.29,131,26.416722
-0.49,51,26.583785
6.55,348,27.075567
-10.13,14,27.085863
-10.34,35,27.250744
-10.07,8,27.256307
-12.0,201,27.535101
-10.6,61,27.708075
-12.0,201,27.969825
-1.92,194,28.360416
-10.81,82,28.546204
-3.47,349,29.058383
6.88,315,30.099544
-2.84,286,30.553742
-10.02,3,30.555652
-0.07,9,30.561625
-10.59,60,30.733576
-10.68,69,30.778783
-10.47,48,30.810246
-11.83,184,31.188693
-10.04,5,31.191891
-10.49,50,31.224187
-10.46,47,31.384169
-0.94,96,31.446034
-12.0,201,31.841535
-10.01,2,31.84306
-10.64,65,32.01662
-10.05,6,32.020787
-10.74,75,32.070402
-12.0,201,32.460214
-10.01,2,32.461518
-12.0,201,32.724738
8.92,111,32.928817
-3.09,311,33.522308
7.64,239,33.830703
-12.0,201,34.240567
-10.95,96,34.434615
-1.39,141,34.655825
-12.0,201,34.918934
-12.0,201,35.749561
-0.57,59,35.918786
-12.0,201,36.179992
-10.2,21,36.194017
-12.0,201,36.58574
-12.0,201,36.851177
-12.0,201,37.240779
-12.0,201,37.6323
-12.0,201,37.895896
-12.0,201,38.287099
-12.0,201,38.548418
-11.81,182,38.928977
7.86,217,39.202455
-12.0,201,39.592551
-10.74,75,39.773819
-12.0,201,40.03738
-3.74,376,40.670772
-1.28,130,40.886642
-1.68,170,41.553556
-12.0,201,41.943935
-12.0,201,42.340623
-2.56,258,42.77254
-10.12,13,42.781101
-10.2,21,42.794851
-10.37,38,42.82017
-12.0,201,43.21359
-12.0,201,43.4762
-12.0,201,43.870147
-12.0,201,44.130321
-0.6,62,44.299548
-11.38,139,44.521296
-12.0,201,44.915331
-10.51,52,44.94966
-1.05,107,45.148125
-12.0,201,45.408088
-2.27,229,45.819809
-12.0,201,46.210733
-12.0,201,46.473608
-12.0,201,47.281984
-10.01,2,47.28327
-0.43,45,47.3125
18.48,156,47.543654
-10.03,4,47.546281
-0.11,13,47.686291
-2.81,283,48.13378
-10.25,26,48.151278
8.92,111,48.354235
-12.0,201,48.617855
-12.0,201,49.012711
-10.06,7,49.017202
-12.0,201,49.409941
-10.14,15,49.420225
-12.0,201,49.680845
-12.0,201,50.074639
-12.0,201,50.337491
-10.17,18,50.479902
-1.66,168,50.719859
-12.0,201,50.983706
-11.39,140,51.335769
-12.0,201,51.595928
-2.42,244,52.018468
-12.0,201,52.844284
-12.0,201,53.107221
-12.0,201,53.495602
-3.27,329,53.969344
-12.0,201,54.361606
-10.07,8,54.366726
-12.0,201,54.628906
7.56,247,55.050638
-1.64,166,55.421926
-0.71,73,55.469643
-0.64,66,55.642675
-12.0,201,55.904473
-1.89,191,56.289742
-11.03,104,56.487764
9.08,95,56.549412
-2.51,253,56.975792
-2.14,216,57.378847
-12.0,201,57.770358
18.97,107,57.841139
-11.28,129,58.484287
-12.0,201,58.8774
-10.18,19,58.889704
-12.0,201,59.280264
-12.0,201,59.54221
-12.0,201,59.933617
-12.0,201,60.198631
-10.17,18,60.340298
-12.0,201,60.603369
-12.0,201,60.996042
-10.47,48,61.02877
-12.0,201,61.42205
-10.05,6,61.42581
-2.71,273,61.861331
-12.0,201,62.124304
-10.11,12,62.26135
-2.22,224,62.539307
-10.96,97,62.732076
-10.14,15,62.742028
-2.01,203,63.134503
-1.3,132,63.349212
-12.0,201,64.059081
-12.0,201,64.452889
-12.0,201,64.845002
-12.0,201,65.108455
-10.37,38,65.133045
-12.0,201,65.523663
6.88,315,65.989537
-2.16,218,66.394214
-2.77,279,66.837055
-2.58,260,67.269789
-2.4,242,67.687317
-1.58,160,67.922318
-2.14,216,68.325664
-12.0,201,68.716792
-0.68,70,68.763644
-12.0,201,69.158926
-0.65,67,69.202652
-12.0,201,70.010399
-11.3,131,70.228702
-0.26,28,70.246971
-0.92,94,70.438689
-10.35,36,70.462664
-12.0,201,70.853907
-10.91,92,70.914786
-12.0,201,71.306208
-2.16,218,71.70981
-2.06,208,71.973683
-12.0,201,72.36737
-10.84,85,72.550707
-12.0,201,72.811088
-12.0,201,73.204204
-10.76,77,73.254655
-12.0,201,73.647538
-12.0,201,74.038001
8.68,135,74.263358
-12.0,201,74.525992
-2.37,239,75.360569
-12.0,201,75.750222
-12.0,201,76.012444
-2.46,248,76.435038
-3.13,315,77.034523
-2.0,202,77.297451
-12.0,201,77.686096
-12.0,201,77.949255
-1.1,112,78.154415
-12.0,201,78.558202
-2.1,212,78.828003
-12.0,201,79.219062
-11.08,109,79.422047
-10.36,37,79.446293
-10.18,19,79.458542
18.28,176,79.837163
-10.03,4,79.839706
-10.11,12,79.847678
-10.09,10,79.854411
-12.0,201,80.11575
-10.1,11,80.123113
-10.6,61,80.293557
-10.02,3,80.295852
-10.09,10,80.302919
-10.3,31,80.323907
-2.02,204,81.134195
-12.0,201,81.3955
-12.0,201,81.786285
-2.05,207,82.181507
-1.96,198,82.441917
-2.97,299,83.029342
-12.0,201,83.290989
-10.71,72,83.465944
-10.01,2,83.467229
-10.04,5,83.470815
-10.04,5,83.47395
-12.0,201,83.736488
-10.22,23,83.751437
-10.01,2,83.753001
-12.0,201,84.141476
-10.07,8,84.146888
-10.59,60,84.316875
-2.01,203,84.581228
-10.13,14,84.592172
-12.0,201,84.987327
-10.08,9,84.993064
-12.0,201,85.386447
-10.24,25,85.403209
-11.03,104,85.603195
-12.0,201,85.865091
-11.45,146,86.090655
-10.34,35,86.113708
-12.0,201,86.924522
-11.8,181,87.174986
-10.5,51,87.338841
-12.0,201,87.602535
-2.88,290,88.180103
-2.33,235,88.595891
-11.97,198,88.855129
-12.0,201,89.246012
7.95,208,89.513467
-10.91,92,89.70499
-1.01,103,89.901632
-11.08,109,90.102543
-12.0,201,90.364348
-10.4,41,90.523441
-12.0,201,90.786391
-11.98,199,91.176584
-10.85,86,91.233063
-12.0,201,91.624767
-12.0,201,92.305518
-12.0,201,92.696542
-12.0,201,93.089442
-10.79,80,93.142784
-1.99,201,93.535637
7.95,208,93.802859
-11.47,148,94.160135
-12.0,201,94.421681
-12.0,201,94.81656
-2.25,227,95.22718
-2.91,293,95.680964
-12.0,201,95.942124
-12.0,201,96.333803
-12.0,201,96.728033
-11.87,188,96.98167
-12.0,201,97.368634
17.55,249,98.232545
-12.0,201,98.493366
-0.56,58,98.661162
-12.0,201,98.923775
-12.0,201,99.311427
-2.27,229,99.59215
-10.54,55,99.758032
-12.0,201,100.020461
-12.0,201,100.417601
-10.14,15,100.427324
-1.58,160,100.663536
-10.16,17,100.806268
-10.25,26,100.823401
-12.0,201,101.085893
-10.14,15,101.095933
-10.59,60,101.264276
