#{"t_start": 1784230683.8855166, "env_id": "snake-image-v0"}
r,l,t
-10.01,2,0.796888
-10.01,2,0.798275
-10.2,21,0.812623
-10.07,8,0.817937
-10.05,6,0.822171
-10.02,3,0.824128
-0.32,34,0.847221
-10.06,7,0.852322
-10.02,3,0.854344
-10.06,7,0.858927
-10.11,12,0.86695
-10.09,10,0.873734
-10.52,53,1.19468
-10.05,6,1.198846
-10.07,8,1.204629
9.81,22,1.220365
-10.05,6,1.224346
-10.63,64,1.397395
-10.11,12,1.405329
-10.23,24,1.421333
-10.17,18,1.433369
-10.04,5,1.43698
-10.13,14,1.446208
-10.17,18,1.457899
-10.12,13,1.467007
-10.03,4,1.470206
-10.07,8,1.605397
-10.03,4,1.608087
-0.42,44,1.638044
-10.03,4,1.640728
-10.03,4,1.643543
-10.29,30,1.663407
-10.12,13,1.672
-10.09,10,1.678693
-0.39,41,1.836219
-10.03,4,1.838848
-10.21,22,1.85411
-10.04,5,1.857424
-10.04,5,1.860815
-11.15,116,2.068516
-10.09,10,2.075269
-10.05,6,2.079623
-10.43,44,2.108961
-10.29,30,2.26161
-10.33,34,2.284662
-10.37,38,2.310211
-10.02,3,2.312167
-11.61,162,2.549241
-10.04,5,2.552802
-10.44,45,2.716105
-10.2,21,2.73028
-10.13,14,2.739469
-10.26,27,2.757673
-10.16,17,2.774866
-10.4,41,2.942919
-10.18,19,2.956073
8.98,105,3.163156
-10.1,11,3.170662
-10.14,15,3.180604
-10.23,24,3.196977
-10.51,52,3.375935
-10.19,20,3.39157
-10.23,24,3.415829
-0.06,8,3.425476
-10.07,8,3.432614
-10.47,48,3.468829
-10.25,26,3.631844
-10.45,46,3.66364
-12.0,201,4.080735
-10.05,6,4.08479
-10.28,29,4.107708
9.18,85,4.188959
-1.33,135,4.585638
-10.14,15,4.59551
-2.13,215,4.868526
9.34,69,5.04349
-10.15,16,5.053941
-2.41,243,5.475016
-10.95,96,5.670592
-10.48,49,5.702658
-10.31,32,5.723556
-1.49,151,5.956146
-12.0,201,6.776181
-2.94,296,7.259991
-11.66,167,7.650693
