#{"t_start": 1784230683.8859732, "env_id": "snake-image-v0"}
r,l,t
-0.05,7,0.799886
-10.12,13,0.808557
-10.03,4,0.81151
-10.12,13,0.820349
-10.01,2,0.821755
-10.23,24,0.837802
-10.06,7,0.842905
-10.07,8,0.848272
-0.22,24,0.864606
-10.16,17,0.876251
-10.34,35,1.18474
-10.42,43,1.214558
-10.05,6,1.219247
-10.2,21,1.233407
-10.08,9,1.239639
-0.17,19,1.252394
-10.37,38,1.407408
-10.08,9,1.41354
-10.11,12,1.421566
-10.2,21,1.435856
-10.2,21,1.449512
-10.03,4,1.452307
-10.18,19,1.465108
9.51,52,1.630724
-10.07,8,1.63633
-10.02,3,1.638268
-10.1,11,1.645668
-10.08,9,1.651715
-10.08,9,1.657408
9.83,20,1.670908
-10.12,13,1.679511
-10.09,10,1.68629
-10.07,8,1.821824
-10.08,9,1.827863
-10.14,15,1.837728
-10.36,37,1.863127
-10.6,61,2.033084
-10.13,14,2.042536
-10.1,11,2.050168
-10.28,29,2.070075
-10.27,28,2.089388
-10.16,17,2.100624
-10.03,4,2.103336
9.62,41,2.263124
-10.23,24,2.279741
-10.08,9,2.2859
-10.03,4,2.288496
-10.08,9,2.294447
-10.02,3,2.296435
-10.11,12,2.30438
-10.02,3,2.30627
-0.37,39,2.332533
-0.11,13,2.470644
-10.57,58,2.508759
-0.09,11,2.51613
-0.28,30,2.536501
-0.64,66,2.713749
-11.37,138,2.953074
-10.13,14,2.962642
-10.24,25,2.979629
-10.07,8,2.985273
-11.15,116,3.199097
-10.06,7,3.20411
-0.31,33,3.227482
-10.04,5,3.372908
-0.8,82,3.447513
-10.44,45,3.622873
-10.41,42,3.65361
-10.36,37,3.678637
-10.42,43,3.707403
-10.28,29,3.862393
-10.11,12,3.87094
-1.52,154,4.126114
-11.28,129,4.382782
-11.1,111,4.614567
-10.38,39,4.639917
-10.24,25,4.656775
-10.52,53,4.823066
-11.77,178,5.069903
-10.46,47,5.231395
-10.05,6,5.235784
-10.75,76,5.285611
-10.16,17,5.296842
-10.74,75,5.477244
-10.02,3,5.479222
-11.52,153,5.711699
-1.5,152,5.944466
-12.0,201,6.336782
-11.71,172,7.016504
-12.0,201,7.440293
-11.76,177,7.699859
-10.78,79,7.909143
-10.13,14,7.920633
-1.0,102,8.129282
-11.47,148,8.357295
-12.0,201,8.626985
-10.16,17,8.771116
-12.0,201,9.033419
-3.52,354,9.661136
-12.0,201,9.921851
-1.67,169,10.293877
-12.0,201,10.553671
-11.15,116,10.76555
-12.0,201,11.161038
-12.0,201,11.433333
-12.0,201,11.832563
-12.0,201,12.658268
-12.0,201,12.920228
-12.0,201,13.325334
-12.0,201,13.648093
-12.0,201,14.057506
-12.0,201,14.338386
-12.0,201,14.747976
-12.0,201,15.166884
-12.0,201,15.437671
-2.84,286,15.920891
-10.31,32,16.076067
-12.0,201,16.349596
-11.97,198,16.764352
-12.0,201,17.025442
-12.0,201,17.417131
-12.0,201,17.681826
-12.0,201,18.502401
-2.01,203,18.896693
-12.0,201,19.160252
18.09,195,19.555182
