#{"t_start": 1784230683.8852513, "env_id": "snake-image-v0"}
r,l,t
-10.05,6,0.799849
-10.08,9,0.805829
-10.1,11,0.813641
-10.11,12,0.821722
-10.15,16,0.832396
-10.11,12,0.840428
-10.04,5,0.844262
-10.16,17,0.855968
-10.18,19,0.868775
-10.02,3,0.870804
-10.65,66,1.200442
-10.15,16,1.21185
-10.19,20,1.225895
-10.08,9,1.232159
-0.09,11,1.239679
-10.1,11,1.247034
-10.19,20,1.390369
-10.11,12,1.398332
-10.34,35,1.421556
-10.04,5,1.425021
-10.13,14,1.434272
-0.02,4,1.437211
-10.09,10,1.443778
-0.41,43,1.602905
-10.29,30,1.623552
-10.34,35,1.647049
-0.89,91,1.837768
-10.02,3,1.839765
-10.15,16,1.850784
-10.2,21,1.865093
-10.02,3,1.867031
-10.25,26,1.88425
-10.07,8,1.889651
-10.06,7,1.894384
-10.34,35,2.04741
-10.1,11,2.054945
-10.1,11,2.062493
-10.63,64,2.106103
-10.14,15,2.115876
-10.14,15,2.258136
-10.24,25,2.275552
-10.14,15,2.285782
-0.18,20,2.29904
-10.12,13,2.307662
-10.12,13,2.316364
-10.1,11,2.323894
-0.2,22,2.33878
-0.64,66,2.511721
-10.06,7,2.516145
-10.02,3,2.518127
-10.07,8,2.523708
-10.25,26,2.540969
-10.14,15,2.550857
-0.29,31,2.70496
-0.18,20,2.718272
-10.33,34,2.741011
-10.03,4,2.743824
-10.16,17,2.755311
-10.17,18,2.772306
-10.08,9,2.918257
-10.12,13,2.92815
-10.34,35,2.952302
-10.35,36,2.977185
-10.1,11,2.984176
-10.11,12,2.992512
-10.02,3,2.995433
-10.67,68,3.176102
-10.27,28,3.195095
-10.16,17,3.206705
-10.16,17,3.218088
-10.77,78,3.430948
-10.53,54,3.471289
-10.44,45,3.647319
-12.0,201,3.919616
-1.94,196,4.366316
-12.0,201,4.663853
-10.06,7,4.668519
-11.2,121,4.879184
-12.0,201,5.27189
-11.29,130,5.488553
-0.72,74,5.668797
-11.24,125,5.882768
-0.69,71,5.930135
-10.98,99,6.125322
-12.0,201,6.81592
-10.61,62,6.988797
