#{"t_start": 1784230683.8857486, "env_id": "snake-image-v0"}
r,l,t
-0.18,20,0.80874
-10.07,8,0.814486
-0.19,21,0.828724
-10.16,17,0.839974
-10.06,7,0.845075
-10.04,5,0.848465
-0.36,38,0.874168
-10.05,6,0.878408
-10.09,10,1.169914
-10.05,6,1.173797
-10.46,47,1.206362
-10.23,24,1.223439
-10.02,3,1.22544
-0.53,55,1.392416
-10.15,16,1.403159
-10.17,18,1.41503
-0.2,22,1.429762
-0.37,39,1.455703
-10.04,5,1.458953
-10.04,5,1.462615
-10.06,7,1.46751
-10.05,6,1.601705
-10.06,7,1.60649
-10.03,4,1.609199
-10.28,29,1.629039
-10.05,6,1.632997
-10.04,5,1.636523
-10.07,8,1.641773
-10.02,3,1.64397
-10.58,59,1.682988
-10.21,22,1.828049
-10.09,10,1.834517
-10.06,7,1.839309
-10.09,10,1.846107
-10.31,32,1.86814
-10.15,16,1.878583
-10.04,5,1.881726
-10.1,11,1.889194
-10.1,11,1.896449
-10.03,4,1.899051
-10.09,10,2.035646
-10.23,24,2.051947
-0.16,18,2.064099
-10.34,35,2.088325
-10.07,8,2.093793
-10.33,34,2.116057
-10.03,4,2.118835
-10.21,22,2.265965
-0.21,23,2.281873
-10.03,4,2.284463
-10.15,16,2.29534
-10.22,23,2.310658
-10.07,8,2.31591
-0.23,25,2.332725
-10.21,22,2.476923
-10.21,22,2.491214
-10.2,21,2.505097
-10.15,16,2.51569
-10.08,9,2.521796
-10.61,62,2.694993
-10.12,13,2.705139
-10.02,3,2.707113
-10.19,20,2.72062
-10.77,78,2.91783
-10.39,40,2.946512
-10.27,28,2.965442
-10.13,14,2.974934
-11.14,115,3.188417
-0.21,23,3.204297
-10.09,10,3.211176
-10.06,7,3.215619
-10.42,43,3.390413
-10.05,6,3.395415
-10.07,8,3.403454
-10.37,38,3.441142
-10.17,18,3.4549
-10.02,3,3.456801
-10.71,72,3.652495
-10.06,7,3.657163
-1.03,105,3.863294
-10.22,23,3.879339
-0.06,8,3.885131
-1.22,124,4.119398
-10.13,14,4.12997
7.53,250,4.624036
-10.67,68,4.799866
-0.85,87,4.857798
-2.25,227,5.267505
-0.4,42,5.295167
-12.0,201,5.689661
-10.51,52,5.723984
-10.04,5,5.72747
9.06,97,5.923673
-11.11,112,6.127784
-3.37,339,7.194878
-12.0,201,7.473854
-0.36,38,7.500093
-10.06,7,7.640176
-10.63,64,7.686159
-10.2,21,7.700044
-10.49,50,7.880494
-10.87,88,7.952146
-10.38,39,8.117624
-12.0,201,8.380282
-10.22,23,8.395866
-12.0,201,8.798865
-10.24,25,8.815505
-12.0,201,9.207695
-11.84,185,9.463213
-11.62,163,9.700283
-10.02,3,9.702571
-10.39,40,9.857363
-10.3,31,9.87787
-10.75,76,10.057235
-12.0,201,10.320901
-12.0,201,10.716465
-12.0,201,10.979576
-12.0,201,11.383408
-12.0,201,11.650123
-12.0,201,12.046053
-12.0,201,12.871771
-12.0,201,13.140237
-11.04,105,13.34672
6.11,392,14.071551
-12.0,201,14.486579
-12.0,201,14.763252
-10.6,61,14.948286
-12.0,201,15.222493
-11.38,139,15.450716
-2.48,250,15.909853
6.51,352,16.564839
-12.0,201,16.962515
-11.99,200,17.223956
-12.0,201,17.617165
-3.19,321,18.517349
-12.0,201,18.910611
-12.0,201,19.174306
-12.0,201,19.573299
-12.0,201,19.833231
-2.01,203,20.251722
-12.0,201,20.679823
-12.0,201,20.962418
-2.71,273,21.402423
-10.52,53,21.572703
-10.28,29,21.593136
-11.49,150,21.836625
-3.01,303,22.314495
-12.0,201,22.714783
-12.0,201,23.121005
-12.0,201,23.395763
-2.39,241,23.816697
-12.0,201,24.624435
-2.41,243,25.05281
-2.22,224,25.336876
-12.0,201,25.73161
-12.0,201,25.996912
-11.4,141,26.359833
-12.0,201,26.625413
-10.12,13,26.633858
-2.84,286,27.086643
-10.03,4,27.089266
-2.93,295,27.705129
-10.25,26,27.722386
-0.78,80,27.905038
-10.54,55,27.940486
-1.86,188,28.326447
-10.41,42,28.354519
-12.0,201,28.620595
-12.0,201,29.032456
-12.0,201,29.43425
-12.0,201,30.132825
-0.7,72,30.312944
