#{"t_start": 1784230683.8863919, "env_id": "snake-image-v0"}
r,l,t
-10.07,8,0.800144
-10.19,20,0.813889
-10.09,10,0.820643
-10.15,16,0.831316
-10.22,23,0.847139
-10.03,4,0.849829
-10.02,3,0.852134
-10.03,4,0.854887
-10.16,17,0.866139
9.76,27,1.169333
-0.12,14,1.178694
-10.01,2,1.180029
-10.03,4,1.182778
-10.04,5,1.186251
-10.13,14,1.195853
-10.18,19,1.209358
-10.16,17,1.221426
-10.13,14,1.231079
-0.34,36,1.385207
-10.02,3,1.38717
-10.37,38,1.412478
-10.18,19,1.425237
-10.13,14,1.43477
-0.28,30,1.454428
-0.09,11,1.46202
-10.07,8,1.467962
-0.2,22,1.612844
-10.03,4,1.615711
-10.08,9,1.621788
-10.42,43,1.65043
-10.1,11,1.657663
-10.03,4,1.66066
-10.29,30,1.68037
-10.16,17,1.822081
-10.22,23,1.837347
-10.39,40,1.864631
-0.33,35,1.887863
-0.02,4,1.890494
-10.05,6,1.894552
-10.13,14,2.033391
-10.18,19,2.046331
-10.14,15,2.056405
-10.04,5,2.059861
-10.03,4,2.062768
-10.07,8,2.06836
-10.05,6,2.07245
-10.58,59,2.112243
-10.93,94,2.307837
-10.04,5,2.311342
-10.05,6,2.315301
-10.1,11,2.322813
-10.06,7,2.327676
-10.16,17,2.468224
-10.26,27,2.4861
-10.18,19,2.498487
-10.09,10,2.50513
-10.32,33,2.527295
-10.09,10,2.533685
-10.11,12,2.541754
-10.35,36,2.699037
-0.33,35,2.722491
-0.93,95,2.932352
-0.05,7,2.937269
-10.36,37,2.96291
-10.17,18,2.974968
-0.16,18,2.98754
-0.34,36,3.14731
-10.18,19,3.160231
-10.13,14,3.16984
-10.02,3,3.171736
-10.22,23,3.187134
-10.08,9,3.193322
-0.37,39,3.219773
-10.24,25,3.381422
-10.24,25,3.402885
-10.81,82,3.472744
-10.18,19,3.631024
-10.03,4,3.633826
-10.5,51,3.668934
8.41,162,3.913856
-10.12,13,3.923008
-10.54,55,4.109343
-10.29,30,4.133082
-1.04,106,4.366769
-2.25,227,4.812247
-10.43,44,4.841138
-10.29,30,4.861158
-12.0,201,5.253718
-10.16,17,5.264607
-10.68,69,5.310189
-1.2,122,5.520963
-12.0,201,5.917887
-2.33,235,6.332941
-10.15,16,6.770941
-10.15,16,6.78199
-3.44,346,7.439945
-12.0,201,7.716299
-10.14,15,7.727051
-10.32,33,7.901552
-10.38,39,7.932405
-1.29,131,8.159633
5.9,413,8.834277
-10.02,3,8.836247
-12.0,201,9.228219
-11.4,141,9.45405
8.56,147,9.680778
-10.31,32,9.701973
-10.35,36,9.85418
-1.65,167,10.093492
-12.0,201,10.485148
-12.0,201,10.752672
-12.0,201,11.147089
-10.18,19,11.160684
-12.0,201,11.432959
-12.0,201,11.832206
-2.01,203,12.659625
-10.71,72,12.707134
-2.01,203,13.105929
-12.0,201,13.37988
-12.0,201,13.83673
-10.42,43,13.865427
-10.99,100,14.069535
-12.0,201,14.484244
-3.17,319,14.98613
-12.0,201,15.393119
-12.0,201,15.677536
-1.99,201,16.08825
-11.69,170,16.340544
-12.0,201,16.7578
-10.06,7,16.762644
-12.0,201,17.02365
-12.0,201,17.415424
-10.34,35,17.438323
-10.42,43,17.466538
-11.14,115,17.674332
-12.0,201,18.495138
-12.0,201,18.757298
-3.04,306,19.354508
-12.0,201,19.619421
-12.0,201,20.011261
-12.0,201,20.432867
-12.0,201,20.726093
-12.0,201,21.139361
-12.0,201,21.400223
-2.28,230,21.832767
7.12,291,22.30224
-12.0,201,22.703656
-2.65,267,23.155545
-10.08,9,23.162046
-12.0,201,23.567035
-12.0,201,24.2438
-12.0,201,24.636476
-11.61,162,24.873389
-12.0,201,25.279598
-11.55,156,25.514632
-12.0,201,25.777476
-11.08,109,25.981897
-10.86,87,26.173635
-12.0,201,26.57614
-12.0,201,26.836312
-10.51,52,27.00155
-10.44,45,27.031731
-10.05,6,27.036
6.88,315,27.535974
-0.97,99,27.734158
-10.94,95,27.926451
-12.0,201,28.188646
-10.06,7,28.324919
-10.22,23,28.340333
-11.38,139,28.564661
-10.68,69,28.611244
8.92,111,28.826158
-2.17,219,29.245461
-12.0,201,29.510238
-0.86,88,30.134313
9.82,21,30.148256
-10.69,70,30.326888
-0.13,15,30.336709
-10.98,99,30.533567
-10.24,25,30.55027
-12.0,201,30.944276
-0.26,28,30.962777
-11.08,109,31.162776
-12.0,201,31.422559
-0.66,68,31.599653
-10.68,69,31.645333
-12.0,201,32.039229
-0.58,60,32.078371
-10.03,4,32.080903
-0.46,48,32.242011
-10.55,56,32.278671
-10.45,46,32.30828
-12.0,201,32.70123
-1.78,180,32.949959
-12.0,201,33.340239
-2.75,277,33.790013
-1.99,201,34.214096
-2.09,211,34.482892
-11.17,118,34.690426
-12.0,201,35.085025
-12.0,201,35.784402
-2.25,227,36.192758
-10.67,68,36.367279
-12.0,201,36.630665
-3.53,355,37.253418
-12.0,201,37.645241
-10.39,40,37.671471
-10.3,31,37.69174
-12.0,201,38.085114
-11.94,195,38.342138
-12.0,201,38.73566
-2.04,206,39.131074
-12.0,201,39.391117
-10.71,72,39.568474
-12.0,201,39.832608
-1.99,201,40.223445
-12.0,201,40.484822
-12.0,201,40.876724
-12.0,201,41.564124
-12.0,201,41.955022
-10.01,2,41.956488
-10.49,50,41.989793
-2.48,250,42.418254
-12.0,201,42.8124
-12.0,201,43.205987
18.68,136,43.425331
-1.62,164,43.663544
-12.0,201,43.926945
-2.17,219,44.327998
-10.57,58,44.496062
7.7,233,44.780503
-11.23,124,44.993102
-12.0,201,45.381519
-12.0,201,45.774251
-12.0,201,46.03746
-10.52,53,46.199759
-10.66,67,46.24492
-10.66,67,46.419718
-12.0,201,47.099272
-12.0,201,47.488074
-0.19,21,47.501677
9.17,86,47.689866
-10.01,2,47.691176
