#{"t_start": 1784230683.8867915, "env_id": "snake-image-v0"}
r,l,t
-10.14,15,0.804381
-10.1,11,0.812172
-10.16,17,0.823554
-10.04,5,0.827031
-10.02,3,0.828999
-10.15,16,0.839799
-10.05,6,0.844095
-10.05,6,0.84817
-10.02,3,0.850409
-10.02,3,0.852434
-10.02,3,0.854515
-0.2,22,0.869334
-10.34,35,1.177605
-10.12,13,1.186532
-10.08,9,1.19277
-10.12,13,1.202068
-10.52,53,1.238872
-10.49,50,1.402171
-10.57,58,1.440706
-0.2,22,1.45535
-10.1,11,1.462999
-0.23,25,1.610257
-10.05,6,1.614654
-10.23,24,1.630589
-10.03,4,1.633303
-10.01,2,1.634851
-10.09,10,1.641448
-10.12,13,1.650073
-10.5,51,1.684201
-10.17,18,1.826288
-10.1,11,1.833529
-10.16,17,1.84512
-10.03,4,1.847961
-10.16,17,1.859603
-10.07,8,1.864884
-10.14,15,1.874621
-10.01,2,1.876295
-10.09,10,1.882796
-10.34,35,2.036076
-0.36,38,2.061672
-10.07,8,2.067305
-10.18,19,2.080296
-10.18,19,2.093445
-10.01,2,2.094725
-10.1,11,2.101875
-10.28,29,2.253414
-10.08,9,2.259684
-10.03,4,2.262356
-10.32,33,2.285132
-10.02,3,2.287029
-10.35,36,2.31097
-10.03,4,2.313583
-10.01,2,2.314927
-0.06,8,2.320475
-10.42,43,2.478435
-10.34,35,2.501554
-10.18,19,2.513988
-10.14,15,2.524124
-10.57,58,2.694965
-10.12,13,2.704795
-10.1,11,2.712302
-10.03,4,2.714894
-0.15,17,2.726509
-0.3,32,2.747716
-10.32,33,2.776283
-10.1,11,2.922704
-10.02,3,2.924905
-10.21,22,2.940375
-10.21,22,2.955498
-10.27,28,2.974607
-0.31,33,2.997757
-0.6,62,3.174634
-10.62,63,3.21748
-10.22,23,3.377753
-11.28,129,3.628085
-10.02,3,3.631306
-10.06,7,3.636389
-10.07,8,3.641884
-10.56,57,3.680337
-10.99,100,3.884145
-0.42,44,3.913497
-10.06,7,3.918836
-0.63,65,4.112084
-0.29,31,4.138205
-10.27,28,4.16788
-10.19,20,4.188863
-10.78,79,4.39474
-10.35,36,4.432375
-0.14,16,4.449218
-10.17,18,4.5943
-10.17,18,4.605673
-10.02,3,4.607975
-10.12,13,4.616535
-12.0,201,4.880231
-10.12,13,5.018711
-10.85,86,5.075114
-0.81,83,5.260476
-10.07,8,5.265493
-12.0,201,5.660426
-11.04,105,5.729571
