#{"t_start": 1784200307.1703744, "env_id": "snake-v0"}
r,l,t
-57.0,14,0.774896
-101.0,14,0.937469
-63.0,6,0.971389
-30.0,5,0.97519
-267.0,35,1.059203
-49.0,4,1.062432
-22.0,4,1.09305
-19.0,2,1.09477
-21.0,3,1.096912
-132.0,24,1.14265
-27.0,3,1.171924
-89.0,10,1.180119
-27.0,8,1.214822
-55.0,6,1.219924
-115.0,11,1.255882
-80.0,6,1.260942
-47.0,13,1.298087
-147.0,30,1.377206
-104.0,14,1.415867
-103.0,19,1.459057
-86.0,13,1.496646
-44.0,5,1.500347
-15.0,3,1.503029
-40.0,10,1.538239
-123.0,18,1.581199
-286.0,28,1.658398
-251.0,32,1.739859
-238.0,29,1.817426
-15.0,2,1.819222
-82.0,10,1.827323
-15.0,2,1.828997
-174.0,20,1.900914
-35.0,3,1.903507
-6.0,5,1.907437
-196.0,17,1.948568
-28.0,6,1.980063
-52.0,9,1.987353
-40.0,6,2.019437
-70.0,18,2.062668
-27.0,3,2.065218
-215.0,31,2.144385
-25.0,3,2.146683
-15.0,3,2.149004
-175.0,23,2.222061
-32.0,6,2.227359
-65.0,15,2.267637
-14.0,2,2.269415
-54.0,5,2.273354
-48.0,5,2.304278
-22.0,2,2.305809
-16.0,2,2.30742
-25.0,3,2.309779
-22.0,5,2.314095
-25.0,4,2.344436
-66.0,18,2.386323
-67.0,7,2.39193
-20.0,2,2.39406
-40.0,4,2.425012
-65.0,8,2.431517
-19.0,3,2.433902
