#{"t_start": 1784200307.1711755, "env_id": "snake-v0"}
r,l,t
-85.0,10,0.771153
-228.0,38,0.981587
-41.0,3,1.011668
-279.0,46,1.131261
-77.0,11,1.139643
-34.0,5,1.17033
-156.0,30,1.222975
-27.0,6,1.255137
-122.0,14,1.293507
-34.0,4,1.296545
-97.0,7,1.302379
-135.0,14,1.34034
-14.0,11,1.377222
-44.0,6,1.381728
-55.0,11,1.418591
-111.0,14,1.45749
-243.0,35,1.539757
-15.0,4,1.543172
-55.0,7,1.577391
-93.0,12,1.586581
-249.0,20,1.657704
-161.0,27,1.707083
-57.0,6,1.740134
-67.0,7,1.745842
-107.0,23,1.818477
-17.0,3,1.820794
-197.0,16,1.862566
-111.0,12,1.899381
-37.0,4,1.902789
-83.0,11,1.938592
-82.0,8,1.945158
-93.0,10,1.980255
-76.0,10,1.98829
-61.0,7,2.021026
-81.0,16,2.062685
-173.0,28,2.112456
-21.0,3,2.141844
-58.0,5,2.145926
-25.0,4,2.149095
-82.0,9,2.183388
-33.0,3,2.185906
-94.0,13,2.223839
-16.0,5,2.228199
-42.0,9,2.2637
-23.0,3,2.266045
-34.0,4,2.2695
-28.0,4,2.272608
-49.0,8,2.30588
-22.0,6,2.310901
-42.0,6,2.342811
-44.0,5,2.346813
-63.0,12,2.383716
-85.0,11,2.393318
-104.0,18,2.435667
